address,city,state,datetime,numrounds,shotspotterflexid,lat,long
1252 P,Fresno,CA,06/03/2017 03:12:06,1,24278,36.7410756096,-119.787102439
1195 S RECREATION AVE,Fresno,CA,06/06/2017 02:33:44,2,6405,36.7310348705,-119.738681473
4611-4699 E INYO AVE,Fresno,CA,06/07/2017 02:43:34,1,6441,36.7377910631,-119.744131359
435 E BELMONT,Fresno,CA,06/09/2017 22:52:53,1,24475,36.7504622498,-119.806717798
2375-2381 S CLARA AVE,Fresno,CA,06/10/2017 02:21:54,1,4545,36.7149112065,-119.795216033
5035-5039 E LANE AVE,Fresno,CA,06/10/2017 22:12:38,2,6555,36.7325838608,-119.725773718
422 N CLARK,Fresno,CA,06/10/2017 21:40:11,3,24500,36.7490952869,-119.785555562
1116 N FULTON,Fresno,CA,06/11/2017 02:05:26,1,24509,36.7571369634,-119.799941420
473 N CALAVERAS,Fresno,CA,06/11/2017 00:24:43,1,24507,36.7498653778,-119.792108124
2003 E WHITE,Fresno,CA,06/13/2017 03:43:53,2,24574,36.7521697638,-119.787171838
400-498 KERN ST,Fresno,CA,06/13/2017 17:37:32,5,4683,36.7220930974,-119.804203696
2150-2158 S GENEVA AVE,Fresno,CA,06/14/2017 03:56:59,5,4699,36.7203696442,-119.792261099
1105 N THORNE,Fresno,CA,06/14/2017 20:39:20,1,24604,36.7567427639,-119.813952545
720 N ORCHARD,Fresno,CA,06/14/2017 01:56:07,1,24590,36.7526781127,-119.775762978
4989-4995 E BALCH AVE,Fresno,CA,06/16/2017 21:58:55,5,6748,36.7388559627,-119.729609467
2995 E TULARE,Fresno,CA,06/16/2017 06:57:28,2,24639,36.7431501132,-119.774763992
,Fresno,CA,,5,,,
3603 E VERRUE,Fresno,CA,06/16/2017 02:17:53,3,24637,36.7429617645,-119.764163349
903-911 A ST,Fresno,CA,06/16/2017 00:05:14,3,4808,36.7260371134,-119.799242444
3235 E TYLER,Fresno,CA,06/16/2017 23:28:08,4,24663,36.7563169211,-119.770311595
CA-41,Fresno,CA,06/17/2017 03:47:40,6,24676,36.7538638240,-119.775794761
5200-5224 E KINGS CANYON RD,Fresno,CA,06/17/2017 23:43:13,1,6837,36.7356727073,-119.717445099
388 N VALERIA,Fresno,CA,06/17/2017 03:41:19,4,24674,36.7484957819,-119.784762021
428 N CLARK,Fresno,CA,06/17/2017 21:11:40,5,24702,36.7492572901,-119.785647144
1914-1998 S CEDAR AVE,Fresno,CA,06/18/2017 03:56:42,6,6846,36.7234197458,-119.754831585
717 S ADLER AVE,Fresno,CA,06/18/2017 22:58:30,3,6890,36.7339776559,-119.725475039
2003 E WHITE,Fresno,CA,06/19/2017 21:58:30,2,24856,36.7521705973,-119.787083653
949-999 KLETTE AVE,Fresno,CA,06/19/2017 22:44:34,1,4994,36.7229845028,-119.805146815
911 E BELGRAVIA AVE,Fresno,CA,06/19/2017 00:54:37,12,4965,36.7170127076,-119.800868006
3210 E BELMONT,Fresno,CA,06/20/2017 03:02:48,1,24865,36.7500086964,-119.770837241
333 N DIANA,Fresno,CA,06/21/2017 16:37:39,1,24908,36.7476102874,-119.787250726
2342 S WELLER AVE,Fresno,CA,06/21/2017 15:18:20,4,5061,36.7162821042,-119.799079719
1924 E HARVEY,Fresno,CA,06/22/2017 23:17:10,2,24974,36.7534467518,-119.787856404
366 N VAN NESS,Fresno,CA,06/24/2017 03:45:13,1,25027,36.7487642970,-119.798577023
701-799 A ST,Fresno,CA,06/24/2017 15:49:29,1,5170,36.7240371549,-119.797410180
212 N FRESNO,Fresno,CA,06/24/2017 22:08:37,1,25066,36.7452283851,-119.781120796
1210 E BELGRAVIA AVE,Fresno,CA,06/24/2017 00:37:13,2,5150,36.7159470662,-119.796392136
418-422 S BACKER AVE,Fresno,CA,06/24/2017 04:19:16,11,7058,36.7390387652,-119.744078655
4976 E LANE AVE,Fresno,CA,06/24/2017 04:19:23,5,7059,36.7319299647,-119.728724924
2248 E TYLER,Fresno,CA,06/24/2017 01:29:26,5,25025,36.7550866782,-119.784169089
2627 E GRANT,Fresno,CA,06/25/2017 02:07:53,1,25083,36.7486968287,-119.779693310
2321 S WELLER AVE,Fresno,CA,06/26/2017 02:11:24,1,5227,36.7173876002,-119.798287587
222 E BELMONT,Fresno,CA,06/26/2017 21:56:15,1,25190,36.7503110402,-119.808620191
3430 E ILLINOIS,Fresno,CA,06/27/2017 21:37:10,1,25280,36.7449740343,-119.766932155
415-499 TULARE ST,Fresno,CA,06/28/2017 22:17:57,2,5339,36.7231275412,-119.805446747
1437 E BELMONT,Fresno,CA,06/28/2017 06:45:51,3,25308,36.7509840974,-119.793873395
2881 E HUNTINGTON,Fresno,CA,06/28/2017 22:55:04,1,25397,36.7397162701,-119.780139100
115 N SAN PABLO,Fresno,CA,06/29/2017 04:25:48,1,25414,36.7444476997,-119.795048732
4730-4734 E ALTA AVE,Fresno,CA,06/29/2017 20:27:02,3,7588,36.7331050411,-119.739588350
2527-2549 S CLARA AVE,Fresno,CA,06/30/2017 04:31:37,1,5383,36.7089603683,-119.795198426
1431-1799 S CHANCE AVE,Fresno,CA,06/30/2017 22:10:37,6,7854,36.7254664512,-119.751053024
4618 E INYO AVE,Fresno,CA,07/01/2017 23:34:43,8,8268,36.7373331577,-119.744458400
2317 S EUNICE AVE,Fresno,CA,07/01/2017 23:25:36,2,5626,36.7173673740,-119.794166179
363 N COLLEGE,Fresno,CA,07/01/2017 22:51:13,2,26086,36.7485648710,-119.797746231
346 S WOODROW AVE,Fresno,CA,07/01/2017 22:31:15,5,8216,36.7410710347,-119.742741623
3255 E TYLER,Fresno,CA,07/01/2017 02:43:40,6,25763,36.7557104243,-119.770089772
250 N U,Fresno,CA,07/02/2017 23:31:53,1,26567,36.7459022053,-119.779964534
3307 E HUNTINGTON,Fresno,CA,07/03/2017 03:05:49,1,26614,36.7397961629,-119.769234056
253 N DIANA,Fresno,CA,07/03/2017 03:28:10,2,26618,36.7462031673,-119.787729128
829 E FLORENCE AVE,Fresno,CA,07/03/2017 21:42:24,5,5992,36.7178914572,-119.800460204
760 B ST,Fresno,CA,07/04/2017 23:33:33,6,7906,36.7256319626,-119.796342026
3103 E GRANT,Fresno,CA,07/04/2017 17:48:08,5,27493,36.7488360600,-119.772341154
717 S ADLER AVE,Fresno,CA,07/04/2017 23:36:41,8,11182,36.7348529544,-119.725507933
1425 E PATTERSON,Fresno,CA,07/04/2017 23:37:54,6,29031,36.7561126729,-119.794434420
4738-4742 E ALTA AVE,Fresno,CA,07/04/2017 23:43:05,4,11215,36.7330753322,-119.739206988
219 S HAYSTON AVE,Fresno,CA,07/05/2017 00:48:31,5,11517,36.7415936325,-119.748744724
3020 E PLATT,Fresno,CA,07/05/2017 01:53:10,6,29452,36.7396042953,-119.772880840
319 N VALERIA,Fresno,CA,07/05/2017 00:31:01,3,29220,36.7472466905,-119.785435910
3462 E OLIVE,Fresno,CA,07/06/2017 21:34:35,1,29997,36.7577608714,-119.766679177
1107 N WILSON,Fresno,CA,07/07/2017 00:00:49,1,30047,36.7569825789,-119.806380823
606-620 S BACKER AVE,Fresno,CA,07/08/2017 04:00:59,3,12179,36.7364961166,-119.743924073
711 N FIFTH,Fresno,CA,07/08/2017 22:01:21,1,30283,36.7535025233,-119.765840883
3635 E MADISON,Fresno,CA,07/08/2017 21:38:10,1,30271,36.7495650234,-119.762975583
4762 E ORLEANS AVE,Fresno,CA,07/09/2017 00:43:45,3,12274,36.7255702899,-119.738224307
1642-1708 S CHESTNUT AVE,Fresno,CA,07/09/2017 21:22:16,8,12320,36.7261743485,-119.736860659
529 N FISHER,Fresno,CA,07/10/2017 00:46:04,1,30376,36.7510660439,-119.770267188
2543 E WHITE,Fresno,CA,07/11/2017 22:56:15,1,30440,36.7518715187,-119.780362312
1605 L,Fresno,CA,07/11/2017 12:01:38,2,30418,36.7413526391,-119.794853588
1219 N PALM AVE,Fresno,CA,07/14/2017 08:35:38,5,30491,36.7579280739,-119.808690206
1200-1250 INYO ST,Fresno,CA,07/15/2017 01:27:57,1,8799,36.7263199071,-119.795727831
3053 E PLATT,Fresno,CA,07/15/2017 19:15:07,2,30566,36.7426456598,-119.773086785
651-699 E CALIFORNIA AVE,Fresno,CA,07/15/2017 04:59:57,6,8801,36.7214271129,-119.803104733
3272 E OLIVE,Fresno,CA,07/15/2017 01:41:34,1,30545,36.7578970471,-119.769609896
4092 E LIBERTY AVE,Fresno,CA,07/17/2017 00:35:48,5,12663,36.7300594356,-119.756030225
1300-1344 E BELGRAVIA AVE,Fresno,CA,07/17/2017 22:37:05,5,8895,36.7159538223,-119.795156652
107 N SAN PABLO,Fresno,CA,07/19/2017 00:46:15,1,30700,36.7443996248,-119.795130982
445 E FRANKLIN,Fresno,CA,07/19/2017 00:30:24,6,30699,36.7488130304,-119.805891698
3080 E OLIVE,Fresno,CA,07/20/2017 19:57:16,1,30744,36.7573699924,-119.772738166
4500-4518 E MONO AVE,Fresno,CA,07/20/2017 23:35:01,1,12803,36.7368140426,-119.749354948
655 A ST,Fresno,CA,07/21/2017 02:04:30,5,8943,36.7231739971,-119.796223358
3420 E BELMONT,Fresno,CA,07/22/2017 01:33:29,1,30817,36.7503511138,-119.767411011
2942 E IOWA,Fresno,CA,07/22/2017 02:38:19,1,30821,36.7436840765,-119.776449828
2620 E CLAY,Fresno,CA,07/22/2017 01:17:44,1,30815,36.7566168195,-119.779512752
224 E OLIVE,Fresno,CA,07/23/2017 23:15:39,3,30910,36.7573083378,-119.809149691
3059 E TULARE,Fresno,CA,07/23/2017 01:38:48,4,30877,36.7437165782,-119.773577338
2476-2480 S POPPY AVE,Fresno,CA,07/23/2017 23:25:50,5,9067,36.7112826900,-119.790080226
415 N VALERIA,Fresno,CA,07/23/2017 20:23:41,6,30897,36.7488985940,-119.785324301
5018 E EL MONTE WAY,Fresno,CA,07/23/2017 01:30:37,1,12879,36.7345798925,-119.726080493
3614 E BELMONT,Fresno,CA,07/26/2017 21:02:05,2,30968,36.7503976302,-119.764232346
313-399 E CALIFORNIA AVE,Fresno,CA,07/26/2017 20:54:02,3,9093,36.7215861804,-119.807752039
828 E OLIVE,Fresno,CA,07/26/2017 03:57:03,1,30951,36.7576725864,-119.800199887
356 N CLARK,Fresno,CA,07/27/2017 14:25:06,1,30989,36.7480686460,-119.785927376
3925 E LYELL AVE,Fresno,CA,07/27/2017 22:16:23,1,12991,36.7296289773,-119.758278044
1229 N LINDEN AVE,Fresno,CA,07/28/2017 03:57:39,1,31012,36.7581099174,-119.802471256
3048 E MADISON,Fresno,CA,07/30/2017 02:01:37,1,31110,36.7491183805,-119.773486511
3024 E ILLINOIS,Fresno,CA,07/31/2017 00:59:33,1,31133,36.7449857741,-119.774026955
924 MARIPOSA ST,Fresno,CA,08/01/2017 23:38:36,10,9218,36.7274944575,-119.801432541
3243 E BELMONT,Fresno,CA,08/03/2017 18:14:43,2,31229,36.7508508693,-119.769451257
1128 N BROADWAY,Fresno,CA,08/04/2017 22:53:37,1,31266,36.7579347094,-119.802642953
2511 E WHITE,Fresno,CA,08/04/2017 18:33:09,9,31249,36.7519721183,-119.781461513
RP HEARD SOMEONE CRYING IN THE ALLEY AND SHOTS FIRED IN THE ALLEYWAY ...,Fresno,CA,,,,,
4711 E KINGS CANYON RD,Fresno,CA,08/05/2017 19:13:23,2,13199,36.7361574490,-119.740081300
215 N BLACKSTONE,Fresno,CA,08/06/2017 13:06:45,2,31312,36.7455876680,-119.791064552
4628-4632 E LOWE AVE,Fresno,CA,08/07/2017 12:51:15,2,13231,36.7310141177,-119.744281720
2011 E HARVEY,Fresno,CA,08/07/2017 21:24:50,1,31325,36.7539196077,-119.787161336
CA-41,Fresno,CA,08/08/2017 02:16:57,1,31333,36.7524708458,-119.776304000
2069 E HARVEY,Fresno,CA,08/08/2017 00:45:38,3,31328,36.7540429788,-119.785640200
,Fresno,CA,,1,,,
601-699 INYO ST,Fresno,CA,08/08/2017 02:43:53,1,9286,36.7225877250,-119.801388170
801-819 TULARE ST,Fresno,CA,08/08/2017 21:52:07,15,9297,36.7255052616,-119.801925117
4667 E EL MONTE WAY,Fresno,CA,08/08/2017 21:27:35,1,13247,36.7352284325,-119.742578810
1003-1099 MONO ST,Fresno,CA,08/09/2017 03:34:22,8,9305,36.7243350824,-119.796488018
2576-2598 S CLARA AVE,Fresno,CA,08/10/2017 19:37:36,1,9338,36.7070584727,-119.795439939
2052 E WEBSTER,Fresno,CA,08/10/2017 23:34:29,2,31372,36.7569139700,-119.785871691
2344 S EUNICE AVE,Fresno,CA,08/10/2017 19:56:59,4,9339,36.7162194225,-119.794355039
164 N EFFIE,Fresno,CA,08/10/2017 01:26:03,5,31356,36.7446501671,-119.787763293
JONES AVE,Fresno,CA,08/12/2017 01:43:40,1,9351,36.7223080465,-119.806098040
305 N CLARK,Fresno,CA,08/13/2017 04:45:33,1,31432,36.7469354103,-119.786492593
1657 E BREMER,Fresno,CA,08/15/2017 21:37:33,4,31489,36.7529157180,-119.791101235
3009 E GRANT,Fresno,CA,08/15/2017 17:49:04,1,31483,36.7490601013,-119.774387470
8 E OLIVE,Fresno,CA,08/17/2017 23:21:12,1,31520,36.7575497451,-119.813045396
4091 E LOWE AVE,Fresno,CA,08/19/2017 23:26:41,7,13413,36.7316114286,-119.755931396
41 E BELMONT,Fresno,CA,08/19/2017 21:52:33,1,31596,36.7502937592,-119.812228129
1003-1099 MONO ST,Fresno,CA,08/19/2017 02:45:34,2,9450,36.7245469445,-119.796648093
911 E BELGRAVIA AVE,Fresno,CA,08/19/2017 22:25:38,3,9461,36.7167741882,-119.800786211
3136 E WASHINGTON,Fresno,CA,08/20/2017 03:01:44,6,31616,36.7473195446,-119.771464138
1115 E BELMONT,Fresno,CA,08/20/2017 02:39:12,5,31614,36.7501088472,-119.797280693
4053 E LYELL AVE,Fresno,CA,08/21/2017 02:54:55,1,13432,36.7295948794,-119.756829002
3020 E PLATT,Fresno,CA,08/21/2017 20:55:29,4,31661,36.7411333718,-119.772777998
803 POTTLE AVE,Fresno,CA,08/22/2017 23:02:50,1,9499,36.7226536764,-119.801264975
320 S CALLISCH,Fresno,CA,08/23/2017 03:19:33,1,31687,36.7400247804,-119.775789302
1129-1137 IRWIN AVE,Fresno,CA,08/23/2017 14:58:44,9,9512,36.7232016660,-119.808959548
2648 E OLIVE,Fresno,CA,08/24/2017 20:55:23,1,31719,36.7574809089,-119.778858012
811 E FLORENCE AVE,Fresno,CA,08/25/2017 22:41:01,1,9556,36.7178021951,-119.801298921
627 C ST,Fresno,CA,08/25/2017 22:50:53,6,9557,36.7245994281,-119.794061972
3080 E OLIVE,Fresno,CA,08/26/2017 04:04:52,1,31745,36.7576532557,-119.772641115
2332 S FIG AVE,Fresno,CA,08/26/2017 01:42:42,1,9558,36.7165690396,-119.800092352
2988 E THOMAS,Fresno,CA,08/27/2017 20:02:29,3,31791,36.7521674654,-119.774850494
1932 E LEWIS,Fresno,CA,08/28/2017 21:52:53,3,31816,36.7540730981,-119.787254440
1105 N WILSON,Fresno,CA,08/31/2017 01:03:05,1,31851,36.7569154706,-119.806851831
1925 E TYLER,Fresno,CA,09/01/2017 02:46:08,1,31880,36.7556671918,-119.787292917
308 N CLARK,Fresno,CA,09/02/2017 02:00:15,1,31900,36.7469814706,-119.785537647
716 E OLIVE,Fresno,CA,09/02/2017 00:17:41,1,31898,36.7577763867,-119.802467548
4845 E LANE AVE,Fresno,CA,09/02/2017 00:58:48,3,13558,36.7323041904,-119.734433620
716 E OLIVE,Fresno,CA,09/02/2017 00:17:41,1,31898,36.7577763867,-119.802467548
5039-5045 E LANE AVE,Fresno,CA,09/03/2017 22:14:13,4,13590,36.7324649605,-119.725538527
2247 E WEBSTER,Fresno,CA,09/04/2017 20:26:38,4,31975,36.7576814662,-119.784360576
1638-1698 E REVEREND CHESTER RIGGINS AVE,Fresno,CA,09/04/2017 00:42:06,4,9664,36.7176221914,-119.791155645
1151-1231 S CHESTNUT AVE,Fresno,CA,09/06/2017 00:37:27,2,13623,36.7303059944,-119.736232419
430 E OLIVE,Fresno,CA,09/09/2017 00:47:26,1,32037,36.7576868366,-119.806257110
231 N COLLEGE,Fresno,CA,09/09/2017 22:46:53,2,32054,36.7463335454,-119.798363436
3015 E TULARE,Fresno,CA,09/10/2017 20:54:37,3,32070,36.7436211123,-119.774126588
745 B ST,Fresno,CA,09/10/2017 03:39:27,1,9748,36.7247401632,-119.796891133
2389 S EUNICE AVE,Fresno,CA,09/10/2017 01:40:04,1,9746,36.7145925439,-119.794002442
4840 E KINGS CANYON RD,Fresno,CA,09/10/2017 01:36:37,1,13681,36.7347246783,-119.734960075
758 N BOND,Fresno,CA,09/10/2017 00:57:10,4,32060,36.7541226492,-119.767853810
630 E DUDLEY,Fresno,CA,09/10/2017 02:51:19,6,32062,36.7537076644,-119.803406840
317 N ECHO,Fresno,CA,09/11/2017 20:05:12,4,32081,36.7476996923,-119.804527391
3352 E MADISON,Fresno,CA,09/11/2017 01:52:55,2,32074,36.7491780881,-119.767980573
301-533 E CHURCH AVE,Fresno,CA,09/13/2017 09:15:49,2,9776,36.7141162125,-119.806959119
555 N HARRISON,Fresno,CA,09/13/2017 05:23:01,8,32104,36.7513094938,-119.810870292
616 N HARRISON,Fresno,CA,09/14/2017 18:27:47,1,32125,36.7515891410,-119.810783169
3020 E PLATT,Fresno,CA,09/14/2017 21:44:09,5,32131,36.7414620504,-119.773101203
617 E GEARY ST,Fresno,CA,09/14/2017 04:36:21,3,9786,36.7191295320,-119.803477181
320 S CALLISCH,Fresno,CA,09/15/2017 01:34:06,1,32133,36.7401744740,-119.775822662
3630 E GRANT,Fresno,CA,09/16/2017 02:28:36,7,32160,36.7482965685,-119.763034077
347 N FOURTH,Fresno,CA,09/16/2017 01:56:03,2,32159,36.7477273586,-119.767756286
2141 E GRANT,Fresno,CA,09/16/2017 01:47:18,1,32157,36.7487608239,-119.785108241
2337-2341 S WELLER AVE,Fresno,CA,09/17/2017 22:33:27,6,9851,36.7162432573,-119.798671683
901 S WILLOW AVE,Fresno,CA,09/17/2017 01:20:24,9,13812,36.7341412320,-119.727414526
745 B ST,Fresno,CA,09/17/2017 23:01:47,2,9852,36.7245975585,-119.796840142
335 N ANGUS,Fresno,CA,09/19/2017 22:38:48,6,32236,36.7476006380,-119.776756010
394 N EFFIE,Fresno,CA,09/20/2017 20:08:46,1,32256,36.7486054730,-119.788154092
,Fresno,CA,,3,,,
3053 E PLATT,Fresno,CA,09/20/2017 05:08:57,1,32245,36.7421381090,-119.773237265
359 N PALM,Fresno,CA,09/21/2017 23:07:44,2,32285,36.7481321428,-119.808458751
708 E OLIVE,Fresno,CA,09/21/2017 23:05:25,1,32280,36.7576113424,-119.802656632
326 N ORCHARD,Fresno,CA,09/22/2017 20:39:06,1,32299,36.7474671956,-119.774637383
903 N ROOSEVELT,Fresno,CA,09/23/2017 00:07:04,5,32307,36.7540481769,-119.805245720
366 N VAN NESS,Fresno,CA,09/23/2017 17:47:28,1,32319,36.7487358601,-119.798797423
701-799 A ST,Fresno,CA,09/24/2017 12:30:56,2,9935,36.7245276068,-119.797724647
321 N CLARK,Fresno,CA,09/24/2017 19:29:36,4,32357,36.7473590738,-119.786765850
4884 E BUTLER AVE,Fresno,CA,09/24/2017 05:42:55,1,13974,36.7285740257,-119.732908395
600-710 E CHURCH AVE,Fresno,CA,09/24/2017 03:23:47,2,9931,36.7141309451,-119.803161166
331 N DIANA,Fresno,CA,09/24/2017 21:48:44,1,32368,36.7475142906,-119.787041232
346 S WOODROW AVE,Fresno,CA,09/25/2017 01:38:53,10,13995,36.7408764192,-119.742701651
936 S BOYD AVE,Fresno,CA,09/25/2017 20:04:39,3,14011,36.7339100705,-119.752730168
4709-4735 E HUNTINGTON AVE,Fresno,CA,09/27/2017 18:54:35,5,14049,36.7397143761,-119.739574000
530 N WEBER,Fresno,CA,09/27/2017 14:52:34,1,32419,36.7508242123,-119.812975302
347 N FOURTH,Fresno,CA,09/27/2017 00:06:19,8,32408,36.7477596992,-119.767662396
376 N VALERIA,Fresno,CA,09/27/2017 21:19:42,5,32426,36.7482985328,-119.784713281
450 N ORCHARD,Fresno,CA,09/28/2017 02:45:57,1,32434,36.7497757417,-119.774615958
555 N VAN NESS,Fresno,CA,09/28/2017 00:15:53,1,32430,36.7512831570,-119.799080119
264 N ROOSEVELT,Fresno,CA,09/28/2017 23:50:30,6,32449,36.7468260977,-119.805041825
512 S BACKER AVE,Fresno,CA,09/29/2017 23:07:31,8,14089,36.7373607358,-119.744314352
459 N EFFIE,Fresno,CA,09/29/2017 23:42:02,1,32468,36.7499837822,-119.788324240
388 N VALERIA,Fresno,CA,09/29/2017 02:50:53,5,32452,36.7485787663,-119.784882013
459 N EFFIE,Fresno,CA,09/29/2017 03:33:29,2,32453,36.7499865923,-119.788445098
708 E OLIVE,Fresno,CA,09/30/2017 23:15:00,1,32495,36.7579067518,-119.802530328
471 N EFFIE,Fresno,CA,09/30/2017 00:39:46,2,32469,36.7500741846,-119.788379662
2040 E WHITE,Fresno,CA,09/30/2017 20:36:02,3,32491,36.7513693608,-119.786268407
4998 E BALCH AVE,Fresno,CA,09/30/2017 00:15:56,5,14091,36.7385846375,-119.728331287
462 N EFFIE,Fresno,CA,10/01/2017 00:17:56,2,32498,36.7499590457,-119.788237735
2323 E OLIVE AVE,Fresno,CA,10/01/2017 05:52:49,2,32506,36.7581681062,-119.783281592
340 N CLARK,Fresno,CA,10/02/2017 21:16:46,10,32524,36.7477075102,-119.785476401
815 E BELGRAVIA AVE,Fresno,CA,10/03/2017 06:46:03,5,10023,36.7160026805,-119.800609484
3355 E WASHINGTON,Fresno,CA,10/05/2017 22:58:08,1,32571,36.7478163280,-119.768008572
1515 E JENSEN AVE,Fresno,CA,10/05/2017 22:38:13,4,10059,36.7069423787,-119.792620462
266 N YOSEMITE,Fresno,CA,10/06/2017 18:45:19,7,32590,36.7470011191,-119.801490185
2004 E WHITE,Fresno,CA,10/06/2017 23:56:05,1,32604,36.7509698028,-119.787115691
400-422 S MAPLE AVE,Fresno,CA,10/06/2017 07:11:26,2,14254,36.7393797214,-119.745545598
4215 E BUTLER AVE,Fresno,CA,10/07/2017 19:39:26,1,14322,36.7289399913,-119.754247020
440 N ABBY,Fresno,CA,10/08/2017 20:55:28,2,32654,36.7494249070,-119.788942062
4132 E BUTLER AVE,Fresno,CA,10/09/2017 02:05:09,6,14348,36.7285345340,-119.754842903
630 N PALM,Fresno,CA,10/11/2017 00:45:30,1,32686,36.7518909031,-119.808053566
2278 E WEBSTER,Fresno,CA,10/11/2017 20:46:13,1,32696,36.7570765258,-119.783584175
136 N EFFIE,Fresno,CA,10/13/2017 23:48:03,7,32736,36.7440254131,-119.788261849
937 KLETTE AVE,Fresno,CA,10/15/2017 22:33:57,1,10235,36.7223007088,-119.804939232
1037 E ATCHISON ST,Fresno,CA,10/15/2017 11:17:40,3,10226,36.7210812562,-119.798231931
770 N SAN PABLO,Fresno,CA,10/16/2017 19:04:37,1,32810,36.7533558246,-119.794062283
,Fresno,CA,,10,,36.7188150000,-119.796793000
244 N ROOSEVELT,Fresno,CA,10/18/2017 22:45:07,9,32847,36.7464288190,-119.805610516
1436 E OLIVE,Fresno,CA,10/18/2017 20:42:20,1,32842,36.7571939786,-119.793599201
2327 E LEWIS,Fresno,CA,10/19/2017 11:29:50,5,32870,36.7545630812,-119.782774950
536 N WILSON,Fresno,CA,10/19/2017 02:11:23,1,32854,36.7510570103,-119.805788212
535 N ROOSEVELT,Fresno,CA,10/19/2017 03:23:51,4,32863,36.7509954209,-119.805641106
2075 E WHITE,Fresno,CA,10/19/2017 04:44:01,9,32864,36.7516834194,-119.785589678
1043 N THORNE,Fresno,CA,10/20/2017 23:16:41,2,32898,36.7565466405,-119.814178125
1475 E ENGLEWOOD,Fresno,CA,10/21/2017 00:40:16,3,32902,36.7541085572,-119.793376326
2550-2574 S CLARA AVE,Fresno,CA,10/21/2017 10:08:15,5,10351,36.7082514537,-119.795517360
600-698 KERN ST,Fresno,CA,10/22/2017 11:55:46,1,10386,36.7229888307,-119.802853857
533 N BROADWAY,Fresno,CA,10/22/2017 02:18:24,1,32938,36.7510624307,-119.802885814
2011 E HARVEY,Fresno,CA,10/23/2017 00:09:20,1,32960,36.7538544339,-119.787194005
901-999 POTTLE AVE,Fresno,CA,10/26/2017 02:05:21,1,10454,36.7237266571,-119.802656732
321 N CLARK,Fresno,CA,10/26/2017 21:21:51,1,33028,36.7473204571,-119.786089228
159 N EFFIE,Fresno,CA,10/27/2017 20:35:13,11,33049,36.7445666929,-119.788824042
149 N FULTON,Fresno,CA,10/27/2017 21:33:47,1,33050,36.7445998385,-119.800813330
4704 E LANE AVE,Fresno,CA,10/28/2017 21:21:30,7,14902,36.7320176051,-119.740794421
1047 E MILDREDA,Fresno,CA,10/28/2017 23:14:17,4,33082,36.7477598792,-119.797729643
347 N PARK,Fresno,CA,10/28/2017 23:14:16,10,33081,36.7475238838,-119.797148379
207-299 E CALIFORNIA AVE,Fresno,CA,10/28/2017 00:16:04,4,10484,36.7215289360,-119.809329957
1728 E GRANT,Fresno,CA,10/29/2017 02:08:09,1,33084,36.7484755182,-119.789427571
3272 E OLIVE,Fresno,CA,10/29/2017 18:00:23,1,33090,36.7577399251,-119.769535390
848 MAYOR AVE,Fresno,CA,10/29/2017 23:04:59,8,10502,36.7247272928,-119.799343824
634 N FIRST,Fresno,CA,10/29/2017 20:46:00,6,33094,36.7517937410,-119.771970326
617 KERN ST,Fresno,CA,10/30/2017 21:30:57,3,10517,36.7235734273,-119.802212537
1515 E DIVISADERO,Fresno,CA,10/30/2017 19:43:49,1,33103,36.7435658454,-119.792686100
5085 E KINGS CANYON RD,Fresno,CA,10/31/2017 20:48:10,1,14976,36.7365453880,-119.723347509
814 E OLIVE,Fresno,CA,11/01/2017 04:41:28,7,33128,36.7577157568,-119.801101647
3157 E MADISON,Fresno,CA,11/01/2017 02:32:45,4,33124,36.7495903498,-119.771001616
300-442 E CHURCH AVE,Fresno,CA,11/04/2017 04:23:48,2,10579,36.7140556161,-119.807920964
479 N FULTON,Fresno,CA,11/04/2017 18:58:42,2,33183,36.7503539601,-119.800334004
261 N FERGER AVE,Fresno,CA,11/04/2017 21:31:04,1,33186,36.7468256340,-119.807251586
455 N GLENN,Fresno,CA,11/05/2017 14:37:36,6,33198,36.7498403005,-119.793695861
1000 N FIRST,Fresno,CA,11/05/2017 22:06:03,2,33203,36.7557624906,-119.772461893
2326 S CLARA AVE,Fresno,CA,11/06/2017 01:44:01,10,10599,36.7166523087,-119.795516656
CA-180,Fresno,CA,11/06/2017 04:00:37,9,33207,36.7545469907,-119.774791077
3236 E WASHINGTON,Fresno,CA,11/06/2017 04:00:40,9,33208,36.7473262193,-119.769977536
316 N FRESNO,Fresno,CA,11/07/2017 17:04:37,9,33226,36.7471620313,-119.781332149
334 E OLIVE,Fresno,CA,11/07/2017 03:19:15,1,33216,36.7578229207,-119.807879759
2577-2591 S M.L.K. JR BLVD,Fresno,CA,11/07/2017 22:38:51,2,10649,36.7073486493,-119.799667673
1034 N FIFTH,Fresno,CA,11/08/2017 22:27:55,1,33236,36.7566012886,-119.765644818
2124-2134 S CLARA AVE,Fresno,CA,11/09/2017 02:33:39,1,10664,36.7207797379,-119.795387257
88 E BELMONT,Fresno,CA,11/09/2017 03:07:13,1,33239,36.7499750804,-119.811502340
353 N DIANA,Fresno,CA,11/10/2017 19:39:14,1,33253,36.7479765406,-119.787268816
4133-4143 E KERCKHOFF AVE,Fresno,CA,11/10/2017 01:03:42,1,15178,36.7406697448,-119.755330443
CA-180,Fresno,CA,11/10/2017 02:00:46,3,33242,36.7529001010,-119.785140197
