Case #,Event Number,Priority,Call for Service,Labels,Event Origin,Queue,Event Status,Dispatch Area,District,Zone,Narrative Keywords,Primary Units,Involved Units,Total Units,Parent Event Number,Is Active,Is Forced Address,Disposition Code,Disposition Description,Received Date,Cleared Date,Address,Longitude,Latitude
,190707055,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,RICHMOND,8,"GUNFIRE: 1 Round at 2389 Aberdeen Way, Richmond, California; July 7th 2019 05:24:21; ShotSpotter ID 63-207157; Dot (37.9752679204041, -122.341701603601)",1L8,"1L8, 1L9",2,,No,No,R23,UNABLE TO LOCATE,7/7/2019 5:25,7/7/2019 5:38,"2389 ABERDEEN WAY, RICHMOND, CA, 94806",-122.341794,37.975128
,190708343,P2,1075 - SHOTS FIRED (JUST OCCURED),,Other,Dispatch Queue,Cleared,RPD,RICHMOND,3,,1K3,"1K3, 1L2",2,,No,No,R23,UNABLE TO LOCATE,7/8/2019 20:47,7/8/2019 20:55,"173 S 33RD ST, CENTER AVE & FLORIDA AVE, RICHMOND, CA, 94804",-122.338565,37.929518
,190709377,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,RICHMOND,7,"GUNFIRE: 5 Rounds at 518 42nd St, Richmond, CA; July 9th 2019 22:24:44; ShotSpotter ID 63-207853; Dot (37.9362502031655, -122.328873775709)",3K5,"1L7, 3K5, 3L2, 3L7, S53",5,,No,No,R23,UNABLE TO LOCATE,7/9/2019 22:26,7/9/2019 22:38,"518 42ND ST, BARRETT AVE & ROOSEVELT AVE, RICHMOND, CA, 94805",-122.329122,37.936163
,190710008,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,RICHMOND,4," 1 ROUND  
 ",1L4,1L4,1,,No,No,R23,UNABLE TO LOCATE,7/10/2019 0:47,7/10/2019 1:06,"1734 RHEEM AVE, 17TH ST & 18TH ST, RICHMOND, CA, 94801",-122.353208,37.949488
,190710040,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,RICHMOND,6,"GUNFIRE: 3 Rounds at 454 B St, Richmond, CA; July 10th 2019 03:46:51; ShotSpotter ID 63-207895; Dot (37.9377468116627, -122.370425322049)",1L6,"1L6, S53",2,,No,No,R23,UNABLE TO LOCATE,7/10/2019 3:49,7/10/2019 4:14,"454 B ST, W NEVIN AVE & W BARRETT AVE, RICHMOND, CA, 94801",-122.370349,37.937711
,190710439,P2,1075 - SHOTS FIRED (JUST OCCURED),,Other,Dispatch Queue,Cleared,RPD,,3,,1K3,"1K3, 3L3",2,,No,No,R23,UNABLE TO LOCATE,7/10/2019 23:07,7/10/2019 23:15,"348 S 37TH ST, RICHMOND, CA, 94804",-122.334245,37.927107
,190711016,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,RICHMOND,5,"GUNFIRE: 12 Rounds at 215 Duboce Ave, Richmond, CA; July 11th 2019 00:55:28; ShotSpotter ID 63-208048; Dot (37.952702627746, -122.368474796004)",1L4,"1L4, 1L6",2,,No,No,R22,SECURITY CHECK,7/11/2019 0:57,7/11/2019 1:15,"215 DUBOCE AVE, RICHMOND, CA, 94801",-122.368513,37.952875
,190711037,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,RICHMOND,7,"POSSIBLE GUNFIRE: 1 Round at 1250 23rd St, Richmond, CA; July 11th 2019 02:54:16; ShotSpotter ID 63-208050; Dot (37.9516892868149, -122.347246924028)",1L6,1L6,1,,No,No,R23,UNABLE TO LOCATE,7/11/2019 2:55,7/11/2019 3:21,"1250 23RD ST, RICHMOND, CA, 94804",-122.347276,37.951787
,190712040,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,,6,"GUNFIRE: 1 Round at 12 Bissell Ave, Richmond, CA; July 12th 2019 03:24:53; ShotSpotter ID 63-208182; Dot (37.9338616579522, -122.368792884298)",1A6,1A6,1,,No,No,R22,SECURITY CHECK,7/12/2019 3:26,7/12/2019 3:44,"12 BISSELL AVE, RICHMOND, CA, 94801",-122.368888,37.933702
,190712046,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,RICHMOND,5,"GUNFIRE: 2 Rounds at 967 8th St, Richmond, CA; July 12th 2019 03:51:50; ShotSpotter ID 63-208183; Dot (37.9476427738857, -122.361687833963)",1A6,1A6,1,,No,No,R23,UNABLE TO LOCATE,7/12/2019 3:53,7/12/2019 4:05,"967 8TH ST, at TRIANGLE CT, RICHMOND, CA, 94801",-122.36157,37.947796
2019-2008118,190713022,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,RICHMOND,6,"GUNFIRE: 1 Round at 9 7th St, Richmond, CA; July 13th 2019 01:12:09; ShotSpotter ID 63-208245; Dot (37.9315514897024, -122.362975857517)",1L6,"1L2, 1L3, 1L4, 1L6, E26, S66",6,,No,No,RTF,REPORT TO FOLLOW,7/13/2019 1:13,7/13/2019 2:08,"9 7TH ST, RICHMOND, CA, 94801",-122.362989,37.931628
,190713034,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,RICHMOND,2,"GUNFIRE: 5 Rounds at 6th St, Richmond, CA; July 13th 2019 01:15:06; ShotSpotter ID 63-208246; Dot (37.9316908646586, -122.363389305697)",1L3,"1L1, 1L3, 1L6",3,,No,No,R23,UNABLE TO LOCATE,7/13/2019 2:30,7/13/2019 2:40,"449 S 9TH ST, VIRGINIA AVE & CUTTING BLVD, RICHMOND, CA, 94804",-122.361138,37.925966
,190714393,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,RICHMOND,4,"GUNFIRE: 4 Rounds at 845 23rd St, Richmond, California; July 14th 2019 22:18:02; ShotSpotter ID 63-208529; Dot (37.9446470647848, -122.347251183313)",1L7,"1L4, 1L7, 3L7",3,,No,No,R23,UNABLE TO LOCATE,7/14/2019 22:19,7/14/2019 22:28,"845 23RD ST, GAYNOR AVE & ESMOND AVE, RICHMOND, CA, 94804",-122.3476,37.944567
,190714396,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,RICHMOND,2,"GUNFIRE: 2 Rounds at 682 30th S St, Richmond, CA; July 14th 2019 22:20:12; ShotSpotter ID 63-208530; Dot (37.9224481581104, -122.340416479533)",1L6,"1L2, 1L3, 1L6, 3L1, 3L2, 3L3, E26",7,,No,No,R23,UNABLE TO LOCATE,7/14/2019 22:22,7/14/2019 22:34,"682 S 30TH ST, CHAVEZ LN & HOFFMAN BLVD, RICHMOND, CA, 94804",-122.340421,37.922516
,190714412,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,,6,"POSSIBLE GUNFIRE: 1 Round at 1204 Chanslor Ave, Richmond, CA; July 14th 2019 23:01:31; ShotSpotter ID 63-208534; Dot (37.932117000695, -122.357996571683)
",1L6,"1L6, 3L6",2,,No,No,R23,UNABLE TO LOCATE,7/14/2019 23:02,7/14/2019 23:11,"CHANSLOR AVE & 12TH ST, CHANSLOR AVE & 12TH ST (CHANSLOR & 12TH ST), RICHMOND, CA, 94801",-122.358072,37.932465
,190715352,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,,6,"POSSIBLE GUNFIRE: 1 Round at 252 17th St, Richmond, CA; July 15th 2019 20:12:45; ShotSpotter ID 63-208587; Dot (37.9350512555507, -122.352959877901)",S62,S62,1,,No,No,R23,UNABLE TO LOCATE,7/15/2019 20:14,7/15/2019 20:26,"252 17TH ST, BISSELL AVE & MACHINIST PL, RICHMOND, CA, 94801",-122.353189,37.934646
,190715376,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,RICHMOND,8,"POSSIBLE GUNFIRE: 1 Round at 2951 Oxford Ave, Richmond, CA; July 15th 2019 20:58:03; ShotSpotter ID 63-208593; Dot (37.9711693880122, -122.334233012424)",3L8,"1L7, 3L8",2,,No,No,R23,UNABLE TO LOCATE,7/15/2019 20:59,7/15/2019 21:11,"2951 OXFORD AVE, RICHMOND, CA, 94806",-122.334466,37.971097
,190715380,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,RICHMOND,6,"GUNFIRE: 2 Rounds at 1 1st St, Richmond, CA; July 15th 2019 21:08:01; ShotSpotter ID 63-208595; Dot (37.931316082548, -122.369285407022)",1L5,"1L4, 1L5",2,,No,No,R23,UNABLE TO LOCATE,7/15/2019 21:09,7/15/2019 21:24,"1 1ST ST, at CHANSLOR AVE, RICHMOND, CA, 94801",-122.368783,37.931464
2019-2008228,190715395,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,RICHMOND,8,"GUNFIRE: 2 Rounds at 1 1st St, Richmond, CA; July 15th 2019 21:08:01; ShotSpotter ID 63-208595; Dot (37.931316082548, -122.369285407022)",1L8,"1L8, 3L8, S53",3,,No,No,RTF,REPORT TO FOLLOW,7/15/2019 21:56,7/15/2019 23:46,"3105 SHANE DR, RICHMOND, CA, 94806",-122.328865,37.974785
,190715403,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,,6,4,3L6,"1L7, 3L4, 3L6",3,,No,No,R23,UNABLE TO LOCATE,7/15/2019 22:09,7/15/2019 22:34,"905 CHANSLOR AVE, 9TH ST & HARBOUR WAY, RICHMOND, CA, 94801",-122.360868,37.932554
,190715420,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,RICHMOND,4,5 ROUNDS ,3L4,"1L6, 3L4, S53",3,,No,No,R23,UNABLE TO LOCATE,7/15/2019 22:38,7/15/2019 22:46,"1753 GAYNOR AVE, 17TH ST & 18TH ST, RICHMOND, CA, 94801",-122.35289,37.944635
,190716355,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,RICHMOND,2,"GUNFIRE: 3 Rounds at 2331 Virginia Ave, Richmond, California; July 16th 2019 21:52:42; ShotSpotter ID 63-208698; Dot (37.9266873537157, -122.346828089557)",3L1,"3L1, 3L4, 3L6, G33",4,,No,No,R23,UNABLE TO LOCATE,7/16/2019 21:53,7/16/2019 22:03,"2331 VIRGINIA AVE, S 23RD ST & S 24TH ST, RICHMOND, CA, 94804",-122.347354,37.926693
,190716382,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,RICHMOND,6,1075,3L6,3L6,1,190716383,No,No,,,7/16/2019 22:47,,"40 18TH ST, at CHANSLOR AVE, RICHMOND, CA, 94801",-122.352229,37.931906
2019-2008268,190716383,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,RICHMOND,6, g103  ,1L1,"1L1, 1L2, 1L3, 1L4, 1L6, 1L7, 3L1, 3L3, 3L4, 3L5, 3L6, 3L7, 4Z81, A12, E22, S53, S63",17,,No,No,RTF,REPORT TO FOLLOW,7/16/2019 22:47,7/17/2019 4:17,"40 18TH ST, at CHANSLOR AVE, RICHMOND, CA, 94801",-122.352229,37.931906
,190717023,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,RICHMOND,2,"GUNFIRE: 1 Round at 6th S St, Richmond, CA; July 17th 2019 03:00:05; ShotSpotter ID 63-208725; Dot (37.9265008708254, -122.363845670992)",1L2,1L2,1,190717024,No,No,,,7/17/2019 3:01,,"S 6TH ST & VIRGINIA AVE, S 6TH ST & VIRGINIA AVE, RICHMOND, CA, 94804",-122.363991,37.926638
,190717024,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,RICHMOND,2,2  activations   ,1L2,1L2,1,,No,No,R23,UNABLE TO LOCATE,7/17/2019 3:01,7/17/2019 3:11,"S 6TH ST & VIRGINIA AVE, S 6TH ST & VIRGINIA AVE (S 6TH ST & VIRGINIA), RICHMOND, CA, 94804",-122.363991,37.926638
,190718003,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,RICHMOND,4,"GUNFIRE: 4 Rounds at 1825 Gaynor Ave, Richmond, CA; July 18th 2019 00:00:07; ShotSpotter ID 63-208791; Dot (37.9445820833315, -122.351477317407)
",S63,"3L2, 3L4, S63",3,190718004,No,No,,,7/18/2019 0:01,,"1825 GAYNOR AVE, 18TH ST & 20TH ST, RICHMOND, CA, 94801",-122.351844,37.944634
,190718071,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,RICHMOND,2,"POSSIBLE GUNFIRE: 1 Round at 1819 Florida Ave, Richmond, CA; July 18th 2019 08:09:27; ShotSpotter ID 63-208799; Dot (37.9294455395291, -122.351579662529)",2L1,"2L1, 2L2",2,,No,No,R23,UNABLE TO LOCATE,7/18/2019 8:10,7/18/2019 8:16,"1819 FLORIDA AVE, S 18TH ST & S 19TH ST, RICHMOND, CA, 94804",-122.352006,37.929506
,190718371,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,RICHMOND,5,"GUNFIRE: 1 Round at 520 3rd St, Richmond, CA; July 18th 2019 21:52:58; ShotSpotter ID 63-208855; Dot (37.9386144076272, -122.366635337939)
",1L1,"1L1, 1L3",2,,No,No,R23,UNABLE TO LOCATE,7/18/2019 21:54,7/18/2019 22:12,"520 3RD ST, BARRETT AVE & RIPLEY AVE, RICHMOND, CA, 94801",-122.366558,37.93881
2019-2008403,190719343,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,RICHMOND,2,"GUNFIRE: 7 Rounds at 325 8th S St, Richmond, CA; July 19th 2019 21:02:00; ShotSpotter ID 63-208920; Dot (37.9274811389736, -122.362255197426)",1L1,"1L1, 1L2, 1L3, 3L2, 3L3, E25, S66",7,,No,No,RTF,REPORT TO FOLLOW,7/19/2019 21:03,7/19/2019 21:45,"325 S 8TH ST, MAINE AVE & VIRGINIA AVE, RICHMOND, CA, 94804",-122.362131,37.927687
,190719382,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,RICHMOND,3,"GUNFIRE: 1 Round at 160 33rd S St, Richmond, CA; July 19th 2019 22:31:46; ShotSpotter ID 63-208936; Dot (37.9297298737321, -122.338448252241)",1L3,"1L3, 3L3",2,,No,No,R10,MISC. EXTRA PATROL,7/19/2019 22:32,7/19/2019 22:50,"160 S 33RD ST, RICHMOND, CA, 94804",-122.338202,37.929701
2019-2008412,190720052,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,RICHMOND,6,"GUNFIRE: 3 Rounds at 601 Chanslor Ave, Richmond, CA; July 20th 2019 03:37:59; ShotSpotter ID 63-208971; Dot (37.9326039173936, -122.363596247893)",1L6,"1L1, 1L6",2,,No,No,RTF,REPORT TO FOLLOW,7/20/2019 3:39,7/20/2019 4:18,"601 CHANSLOR AVE, 6TH ST & 7TH ST, RICHMOND, CA, 94801",-122.363749,37.932545
,190720433,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,RICHMOND,5,"GUNFIRE: 1 Round at 417 Gertrude Ave, Richmond, California; July 20th 2019 23:16:03; ShotSpotter ID 63-209075; Dot (37.9543061552853, -122.365536739703)",1L5,"1L5, 3L2",2,,No,No,R23,UNABLE TO LOCATE,7/20/2019 23:17,7/20/2019 23:28,"417 GERTRUDE AVE, FILBERT ST & KELSEY ST, RICHMOND, CA, 94801",-122.365878,37.95414
,190721034,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,,1,"GUNFIRE: 5 Rounds at 1413 Ohio Ave, Richmond, California; July 21st 2019 01:48:27; ShotSpotter ID 63-209090; Dot (37.9313454265365, -122.355832633692)",1L2,"1L1, 1L2, 1L3, 1L4, 1L5",5,,No,No,R23,UNABLE TO LOCATE,7/21/2019 1:49,7/21/2019 2:00,"1413 MARINA WAY S, RICHMOND, CA, 94804",-122.357832,37.912734
,190721050,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,RICHMOND,4,"GUNFIRE: 4 Rounds at 1935 Macdonald Ave, Richmond, CA; July 21st 2019 02:27:22; ShotSpotter ID 63-209094; Dot (37.9360917067873, -122.350764789534)",1L2,"1L2, 1L3, 1L4, 1L5",4,,No,No,R23,UNABLE TO LOCATE,7/21/2019 2:29,7/21/2019 2:44,"1935 MACDONALD AVE, RICHMOND, CA, 94801",-122.350716,37.935977
,190721051,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,RICHMOND,4,"GUNFIRE: 5 Rounds at 649 20th St A, Richmond, CA; July 21st 2019 02:29:06; ShotSpotter ID 63-209095; Dot (37.9417688650955, -122.350480070701)",1L3,"1L3, 1L4",2,,No,No,R23,UNABLE TO LOCATE,7/21/2019 2:33,7/21/2019 2:44,"649 20TH ST, RICHMOND, CA, 94801",-122.350355,37.941734
2019-2008475,190721375,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,RICHMOND,4,"GUNFIRE: 4 Rounds at 989 18th St, Richmond, CA; July 21st 2019 20:53:00; ShotSpotter ID 63-209155; Dot (37.9462349136752, -122.352588086956)",1L4,"1L4, 1L5, 3L1, 3L4, 4Z83, S56",6,,No,No,RTF,REPORT TO FOLLOW,7/21/2019 20:53,7/21/2019 21:46,"989 18TH ST, VISALIA AVE & COALINGA AVE, RICHMOND, CA, 94801",-122.352186,37.9469
,190721422,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,,4,"POSSIBLE GUNFIRE: 1 Round at 1621 Garvin Ave, Richmond, CA; July 21st 2019 22:29:01; ShotSpotter ID 63-209203; Dot (37.9440516232101, -122.354231116399)",1L4,"1L4, 1L5, 3L7",3,,No,No,R23,UNABLE TO LOCATE,7/21/2019 22:30,7/21/2019 22:40,"1621 GARVIN AVE, 15TH ST & 17TH ST, RICHMOND, CA, 94801",-122.354496,37.943925
,190722008,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,RICHMOND,8,"GUNFIRE: 1 Round at 3027 Shane Dr, Richmond, CA; July 22nd 2019 00:23:06; ShotSpotter ID 63-209207; Dot (37.9727608202609, -122.330917843788)",1L8,"1L6, 1L8",2,,No,No,R22,SECURITY CHECK,7/22/2019 0:24,7/22/2019 0:30,"3027 SHANE DR, HULL DR & GROOM DR, RICHMOND, CA, 94806",-122.330167,37.973444
,190724013,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,,5,"GUNFIRE: 14 Rounds at 915 8th St, Richmond, CA; July 24th 2019 01:35:01; ShotSpotter ID 63-209275; Dot (37.9465269164961, -122.361377261784)",1L7,"1L6, 1L7, S63",3,,No,No,R23,UNABLE TO LOCATE,7/24/2019 1:37,7/24/2019 1:50,"918 8TH ST, at LINCOLN AVE, RICHMOND, CA, 94801",-122.36166,37.946367
,190724454,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,RICHMOND,7,.,1L7,"1L7, 3L7",2,,No,No,R23,UNABLE TO LOCATE,7/24/2019 23:36,7/25/2019 0:06,"2611 WENDELL AVE, RICHMOND, CA, 94804",-122.342884,37.945817
,190725053,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,RICHMOND,2,"POSSIBLE GUNFIRE: 1 Round at 100 Ohio W Ave, Richmond, CA; July 25th 2019 05:48:04; ShotSpotter ID 63-209382; Dot (37.9308600706125, -122.370307539612)",1L2,1L2,1,,No,No,R23,UNABLE TO LOCATE,7/25/2019 5:49,7/25/2019 6:02,"100 W OHIO AVE, at S 1ST ST, RICHMOND, CA, 94804",-122.370022,37.930756
,190726362,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,,4,"GUNFIRE: 1 Round at 950 23rd St, Richmond, CA; July 26th 2019 20:35:43; ShotSpotter ID 63-209443; Dot (37.9463129955213, -122.346969191867)",3L1,"3L1, 3L3",2,,No,No,R23,UNABLE TO LOCATE,7/26/2019 20:37,7/26/2019 20:48,"950 23RD ST, RICHMOND, CA, 94804",-122.347059,37.946087
,190727042,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,RICHMOND,2,"GUNFIRE: 2 Rounds at 3407 Hoffman Blvd, Richmond, CA; July 27th 2019 02:45:39; ShotSpotter ID 63-209467; Dot (37.921620372532, -122.335687348734)",E26,"1L1, 1L6, E26, S66",4,,No,No,R23,UNABLE TO LOCATE,7/27/2019 2:47,7/27/2019 2:55,"3407 HOFFMAN BLVD, S 33RD ST & S 34TH ST, RICHMOND, CA, 94804",-122.337201,37.922029
,190727047,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,RICHMOND,2,"GUNFIRE: 5 Rounds at 2786 M.L.K. Jr Ave, Richmond, California; July 27th 2019 03:23:47; ShotSpotter ID 63-209468; Dot (37.9234631868813, -122.343679431196); Possible Mislocated",1L1,"1L1, 1L7",2,,No,No,R22,SECURITY CHECK,7/27/2019 3:25,7/27/2019 3:34,"2786 MARTIN LUTHER KING JR AVE, CORTO SQ & S 28TH ST, RICHMOND, CA, 94804",-122.343353,37.923511
,190727225,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,RICHMOND,8," .
 ",2L9,"2L9, 3L8, E25, S65",4,,No,No,R23,UNABLE TO LOCATE,7/27/2019 14:42,7/27/2019 14:57,"2955 GROOM DR, ERLA WAY & BARKLEY DR, RICHMOND, CA, 94806",-122.33076,37.974953
,190727292,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,RICHMOND,2,"GUNFIRE: 1 Round at 2221 Cutting Blvd, Richmond, CA; July 27th 2019 18:06:06; ShotSpotter ID 63-209596; Dot (37.9254161330312, -122.347846708136)",3L2,"3L2, 3L3, 3L6, E25",4,,No,No,R23,UNABLE TO LOCATE,7/27/2019 18:07,7/27/2019 18:15,"2221 CUTTING BLVD, RICHMOND, CA, 94804",-122.347967,37.925519
,190727409,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,,7,"GUNFIRE: 3 Rounds at 12867 San Pablo Ave, Richmond, CA; July 27th 2019 22:55:47; ShotSpotter ID 63-209685; Dot (37.94638950754, -122.330625360587)",1L7,"1L7, 3L7",2,,No,No,R23,UNABLE TO LOCATE,7/27/2019 22:59,7/27/2019 23:12,"12867 SAN PABLO AVE, RICHMOND, CA, 94805",-122.330712,37.946427
,190728013,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,RICHMOND,4,"POSSIBLE GUNFIRE: 3 Rounds at 613 22nd St, Richmond, CA; July 28th 2019 01:05:38; ShotSpotter ID 63-209698; Dot (37.9404320063577, -122.348664154128)",1A4,1A4,1,,No,No,R23,UNABLE TO LOCATE,7/28/2019 1:06,7/28/2019 1:20,"613 22ND ST, ROOSEVELT AVE & RAMP, RICHMOND, CA, 94801",-122.348642,37.940453
,190728066,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,RICHMOND,4,"GUNFIRE: 6 Rounds at 2019 Grant Ave, Richmond, CA; July 28th 2019 04:29:36; ShotSpotter ID 63-209703; Dot (37.9415364855525, -122.349721436078)",1L5,"1L3, 1L5",2,,No,No,R23,UNABLE TO LOCATE,7/28/2019 4:30,7/28/2019 4:48,"2019 GRANT AVE, 20TH ST & 21ST ST, RICHMOND, CA, 94801",-122.349706,37.941501
,190728393,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,Outside City Limits,OCL,OCL,"POSSIBLE GUNFIRE: 1 Round at 1015 Chesley Ave, Richmond, CA; July 28th 2019 22:47:03; ShotSpotter ID 63-209754; Dot (37.9548635253592, -122.358556599662)",3L6,"1L5, 3L1, 3L6",3,,No,No,R23,UNABLE TO LOCATE,7/28/2019 22:48,7/28/2019 23:02,"1015 CHESLEY AVE, at DRIVEWAY, RICHMOND, CA, 94801",-122.35921,37.954835
,190730435,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,,8,"4 ROUNDS 23:41HRS ...  TOWARDS RR TRAKS GIANT /RICHMOND PKY AREA 
",1L8,"1L8, 3L8",2,,No,No,R23,UNABLE TO LOCATE,7/30/2019 23:44,7/31/2019 0:02,"3445 COLLINS AVE, RICHMOND PKWY & MORTON AVE, RICHMOND, CA, 94806",-122.353387,37.98008
,190731406,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,,6,"3 ROUNDS 
",3L2,"3L2, E23, S52, S63",4,190731407,No,No,,,7/31/2019 22:45,,"12 BISSELL AVE, RICHMOND, CA, 94801",-122.368888,37.933702
,190731407,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,,6,"PR  HEARD 2  SHOTS  SOUNDED   CLOSE TO THIS  1020 ,   NOTHING ELSE  HEARD  ",1L6,"1L6, 3L2, E23, S52, S63",5,,No,No,R23,UNABLE TO LOCATE,7/31/2019 22:46,7/31/2019 22:58,"12 BISSELL AVE, RICHMOND, CA, 94801",-122.368888,37.933702
2019-2008991,190803025,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,RICHMOND,2,"GUNFIRE: 6 Rounds at 681 29th S St, Richmond, CA; August 3rd 2019 01:21:29; ShotSpotter ID 63-209955; Dot (37.9224965462781, -122.341644182452)",1L2,"C14, K12, 1L1, 1L2, 1L3, 1L4, 1L5, 1L6, 1L7, S64, S66",11,,No,No,R05,SERVICE TO O/S JURISDICTION,8/3/2019 1:23,8/3/2019 2:57,"681 S 29TH ST, CHAVEZ LN & HOFFMAN BLVD, RICHMOND, CA, 94804",-122.341677,37.92257
,190803032,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,,5,"GUNFIRE: 2 Rounds at 1123 Roosevelt Ave, Richmond, CA; August 3rd 2019 01:51:52; ShotSpotter ID 63-209958; Dot (37.9400773876071, -122.358099986113)",1L4,"1L4, 1L6, 1L8",3,,No,No,R23,UNABLE TO LOCATE,8/3/2019 1:52,8/3/2019 3:14,"1123 ROOSEVELT AVE, RICHMOND, CA, 94801",-122.358281,37.940114
2019-2008988,190803035,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,RICHMOND,4,"GUNFIRE: 15 Rounds at 737 21st St, Richmond, CA; August 3rd 2019 02:06:57; ShotSpotter ID 63-209959; Dot (37.9428543045739, -122.349391671445); High Capacity",1L5,"1L19, 1L4, 1L5, 1L6, 1L8",5,,No,No,RTF,REPORT TO FOLLOW,8/3/2019 2:08,8/3/2019 4:01,"737 21ST ST, BURBECK AVE & GARVIN AVE, RICHMOND, CA, 94801",-122.349386,37.942948
