primary_key,date_received,time_received,district,zone,grid,municipality,county,case_type_translation,final_case_type_translation,cleared_by_translation,report_flag
SA2017243414,8/24/2017,22:08:48,2,2A,514,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017244049,8/25/2017,13:50:20,5,5B,1604,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017245467,8/26/2017,19:58:20,5,5A,1394,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017245733,8/27/2017,:52:01,2,2A,515,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017245772,8/27/2017,1:28:56,2,2A,503,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017245858,8/27/2017,3:50:49,5,5B,1604,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017248871,8/29/2017,22:36:32,2,2B,542,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017249921,8/30/2017,22:38:18,2,2B,531,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2017249919,8/30/2017,22:37:28,2,2B,531,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2017249918,8/30/2017,22:36:55,2,2B,531,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017251014,8/31/2017,21:49:12,2,2B,544,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017252313,9/1/2017,23:28:43,5,5B,1369,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017252257,9/1/2017,22:36:46,2,2B,541,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017251154,9/1/2017,:18:26,2,2B,563,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017252518,9/2/2017,6:24:05,2,2B,531,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017253277,9/2/2017,23:17:27,2,2B,543,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017254236,9/3/2017,22:40:48,2,2B,541,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017254289,9/4/2017,:1:23,2,2C,603,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017254407,9/4/2017,3:17:13,2,2B,541,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017257223,9/6/2017,20:40:42,5,5C,1624,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017257210,9/6/2017,20:29:13,2,2B,553,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2017257044,9/6/2017,17:33:49,5,5B,1631,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017257209,9/6/2017,20:28:32,2,2B,553,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017257290,9/6/2017,22:14:46,5,5B,1603,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017257287,9/6/2017,22:13:08,5,5B,1631,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017257435,9/7/2017,3:28:16,5,5A,1386,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2017257433,9/7/2017,3:27:22,5,5A,1386,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017258327,9/8/2017,3:46:28,2,2A,504,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017258279,9/8/2017,1:22:05,5,5A,1363,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017261219,9/10/2017,23:21:04,2,2B,552,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017260370,9/10/2017,:54:20,5,5B,1602,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017262271,9/12/2017,5:20:45,2,2B,564,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017264244,9/13/2017,22:59:37,2,2B,531,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017264212,9/13/2017,22:07:03,2,2B,541,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017264321,9/14/2017,1:32:40,5,5B,1399,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2017265198,9/14/2017,18:50:09,2,2B,522,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017264320,9/14/2017,1:31:52,5,5B,1399,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017266440,9/15/2017,21:21:28,2,2A,505,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2017267537,9/16/2017,22:22:24,2,2B,563,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017267526,9/16/2017,22:14:01,5,5B,1631,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017267706,9/17/2017,1:12:22,5,5A,1386,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017268491,9/17/2017,22:45:15,5,5B,1602,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017270526,9/19/2017,23:28:57,2,2B,541,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017271721,9/20/2017,23:30:57,2,2B,525,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017270593,9/20/2017,1:32:59,5,5B,1369,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017273861,9/22/2017,23:03:49,2,2B,543,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2017273859,9/22/2017,23:03:09,2,2B,543,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017274150,9/23/2017,8:55:54,2,2B,553,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017274898,9/23/2017,22:57:02,5,5B,1621,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017275124,9/24/2017,6:25:16,5,5C,1605,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017275793,9/24/2017,22:27:29,2,2B,563,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017276882,9/25/2017,23:10:53,5,5B,1399,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017275914,9/25/2017,1:54:53,2,2B,541,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017276950,9/26/2017,1:14:35,5,5B,1602,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017277349,9/26/2017,12:35:48,2,2C,603,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017279092,9/27/2017,22:51:15,5,5B,1399,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017278068,9/27/2017,5:13:55,5,5A,1363,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017278540,9/27/2017,14:19:03,2,2B,545,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017279057,9/27/2017,22:01:58,5,5B,1621,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017279179,9/28/2017,:38:57,2,2B,553,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017280006,9/28/2017,19:52:13,2,2C,603,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017280127,9/28/2017,22:22:51,5,5B,1604,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017280249,9/29/2017,:42:56,5,5B,1369,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017282385,9/30/2017,22:04:48,2,2C,602,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017282456,9/30/2017,23:16:29,2,2A,503,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017283912,10/2/2017,13:17:10,2,2B,564,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017284438,10/2/2017,22:57:24,5,5A,1396,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017284439,10/2/2017,22:57:28,5,5A,1396,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2017284571,10/3/2017,4:03:46,2,2C,603,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017287393,10/5/2017,19:40:46,2,2B,541,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017287554,10/5/2017,23:02:15,2,2A,504,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017286584,10/5/2017,1:00:54,5,5C,1623,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017288542,10/6/2017,22:02:25,2,2B,541,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017288646,10/6/2017,23:36:57,2,2A,504,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017287682,10/6/2017,2:29:39,2,2B,544,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017289533,10/7/2017,22:56:00,2,2B,552,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017289424,10/7/2017,20:33:33,5,5B,1399,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017288797,10/7/2017,3:17:36,2,2B,553,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017289632,10/8/2017,:11:56,2,2B,563,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017289676,10/8/2017,:48:44,5,5B,1399,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017290278,10/8/2017,17:39:08,2,2A,504,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017290517,10/8/2017,23:52:16,2,2A,502,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017290645,10/9/2017,6:58:07,2,2B,563,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017291387,10/9/2017,22:57:45,2,2B,531,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017291348,10/9/2017,22:05:15,5,5B,1621,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017291433,10/10/2017,:35:38,5,5B,1621,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017292283,10/10/2017,21:56:36,2,2B,563,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017293267,10/11/2017,20:31:45,2,2A,505,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017294448,10/12/2017,23:47:43,2,2A,505,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017294310,10/12/2017,21:00:08,2,2A,515,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2017293446,10/12/2017,1:27:28,5,5A,1364,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017294311,10/12/2017,21:01:19,2,2A,515,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2017293466,10/12/2017,2:41:28,2,2A,505,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017294308,10/12/2017,20:59:20,2,2A,515,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017295483,10/13/2017,22:58:08,2,2B,541,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017294505,10/13/2017,1:30:18,2,2B,552,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017294509,10/13/2017,1:36:16,5,5A,1394,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017295995,10/14/2017,14:26:08,2,2B,553,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017296443,10/14/2017,23:10:36,2,2B,541,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017296444,10/14/2017,23:10:52,2,2B,543,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2017296490,10/14/2017,23:48:56,2,2B,552,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017296492,10/14/2017,23:49:24,2,2B,552,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2017296442,10/14/2017,23:10:21,2,2B,543,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017296071,10/14/2017,15:59:29,2,2B,531,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017296579,10/15/2017,1:44:49,5,5B,1631,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017297433,10/16/2017,:8:54,2,2B,542,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017297434,10/16/2017,:9:20,2,2B,542,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2017298389,10/16/2017,23:10:36,2,2A,505,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017299289,10/17/2017,20:37:50,2,2A,505,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017301610,10/19/2017,22:26:30,2,2B,541,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017301658,10/19/2017,23:13:18,2,2B,531,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017301641,10/19/2017,22:57:03,2,2B,564,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017301473,10/19/2017,19:38:16,2,2B,563,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017302746,10/20/2017,22:31:18,5,5B,1369,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017303638,10/21/2017,21:10:08,2,2A,512,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017303715,10/21/2017,22:36:25,2,2B,523,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017302924,10/21/2017,2:20:10,5,5B,1631,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017303963,10/22/2017,6:55:48,2,2B,563,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017304029,10/22/2017,9:19:46,2,2A,512,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2017304030,10/22/2017,9:19:48,2,2A,512,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017305609,10/23/2017,21:09:12,2,2B,541,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017305704,10/23/2017,23:21:52,2,2B,563,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2017307701,10/25/2017,21:16:07,2,2A,504,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017309001,10/26/2017,22:57:25,2,2A,515,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017310020,10/27/2017,20:09:19,2,2B,541,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017309230,10/27/2017,7:11:27,2,2B,543,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2017310021,10/27/2017,20:09:31,2,2B,541,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2017309938,10/27/2017,18:47:44,2,2B,531,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017310229,10/27/2017,23:42:30,2,2A,502,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017310023,10/27/2017,20:09:50,2,2B,541,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017310161,10/27/2017,22:46:52,2,2B,541,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017310123,10/27/2017,21:45:57,2,2B,541,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017311120,10/28/2017,20:29:00,2,2B,531,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017310988,10/28/2017,18:29:05,2,2C,603,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017311074,10/28/2017,19:55:48,2,2A,514,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017311112,10/28/2017,20:22:38,2,2B,531,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017312225,10/29/2017,20:51:31,5,5C,1645,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017313268,10/30/2017,22:32:26,2,2A,504,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017314344,10/31/2017,21:58:25,5,5B,1621,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017313410,10/31/2017,4:26:43,2,2A,505,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017314458,11/1/2017,1:15:30,5,5B,1621,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2017314457,11/1/2017,1:15:09,5,5B,1621,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017315599,11/2/2017,1:51:34,5,5B,1618,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017316599,11/2/2017,21:20:33,5,5A,1387,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017319578,11/5/2017,21:50:25,5,5B,1603,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2017319502,11/5/2017,19:54:36,5,5B,1621,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017320524,11/6/2017,22:26:04,5,5A,1396,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017320389,11/6/2017,19:13:27,5,5B,1399,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017321422,11/7/2017,18:11:58,2,2B,531,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017321228,11/7/2017,15:32:11,2,2B,563,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017321591,11/7/2017,22:37:52,2,2B,563,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017322292,11/8/2017,16:08:38,5,5C,1634,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017322647,11/8/2017,23:45:56,2,2B,564,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017322473,11/8/2017,19:16:19,2,2A,514,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2017322479,11/8/2017,19:21:30,2,2B,531,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017322658,11/9/2017,:16:43,2,2B,531,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2017322654,11/9/2017,:12:09,2,2B,531,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
