Type,Respond ID,Date,Time,Address,Zone,Rounds,CAD ID,Beat,District,Latitude,Longitude
Multiple Gunshots,99-330021,9/22/21,3:19:27,"2750 Rumrill Blvd, San Pablo, CA 94806",SanPabloCA,2,21-24939,1,,37.96834231,-122.3447726
Single Gunshot,99-327367,9/14/21,2:00:08,"1441 Rumrill Blvd, San Pablo, CA 94806",SanPabloCA,1,21-24204,3,,37.95423125,-122.3572771
Multiple Gunshots,99-327366,9/14/21,0:50:10,"1142 Amador St, San Pablo, CA 94806",SanPabloCA,15,CHPNOTIFIED,2,,37.94979842,-122.3264258
Multiple Gunshots,99-327349,9/13/21,19:16:53,"1515 Folsom Ave, San Pablo, CA 94806",SanPabloCA,6,21-24182,3,,37.96140858,-122.3533021
Single Gunshot,99-327103,9/12/21,0:35:00,"2022 Rd 20, San Pablo, CA 94806",SanPabloCA,1,21-24027,1,,37.96299218,-122.3481085
Single Gunshot,99-327102,9/12/21,0:34:52,"2022 Co Hwy 20, San Pablo, CA 94806",SanPabloCA,1,21-24038,1,,37.96315711,-122.3480684
Multiple Gunshots,99-327086,9/11/21,22:05:09,"2022 Rd 20, San Pablo, CA 94806",SanPabloCA,3,S2124020,1,,37.9629249,-122.3481545
Probable Gunfire,99-326973,9/10/21,22:49:39,"1945 15th St, San Pablo, CA 94806",SanPabloCA,1,21-23949,3,,37.96087049,-122.3545024
Single Gunshot,99-326502,9/8/21,3:18:15,"1432 Amador St, San Pablo, CA 94806",SanPabloCA,1,21-23633,2,,37.9542085,-122.3283185
Single Gunshot,99-326499,9/7/21,22:13:19,"1852 Rumrill Blvd, San Pablo, CA 94806",SanPabloCA,1,21-23621,3,,37.95987318,-122.3562618
Probable Gunfire,99-326011,9/5/21,18:17:17,"1005 John Ave, San Pablo, CA 94806",SanPabloCA,1,S212330,1,,37.97927123,-122.3514889
Multiple Gunshots,99-325748,9/5/21,14:37:06,"3420 Giant Rd, San Pablo, CA 94806",SanPabloCA,6,,1,,37.97959647,-122.3528143
Single Gunshot,99-325560,9/5/21,1:07:31,"1515 Brookside Dr, San Pablo, CA 94806",SanPabloCA,1,S2123330,3,,37.9634037,-122.3527913
Single Gunshot,99-325559,9/5/21,1:06:57,"1527 Brookside Dr, San Pablo, CA 94806",SanPabloCA,1,21-23330,3,,37.96370079,-122.3524304
Single Gunshot,99-325558,9/5/21,1:06:08,"2216 Brookhaven Ct, San Pablo, CA 94806",SanPabloCA,1,21-,3,,37.96357585,-122.352129
Multiple Gunshots,99-325556,9/4/21,23:33:46,"1640 Market Ave, San Pablo, CA 94806",SanPabloCA,2,S2123319,3,,37.95683414,-122.3474081
Multiple Gunshots,99-325349,9/4/21,16:44:13,"1004 Miner Ave, San Pablo, CA 94806",SanPabloCA,2,CFS722,1,,37.97972383,-122.3513637
Probable Gunfire,99-325143,9/4/21,9:30:08,"915 John Ave, San Pablo, CA 94806",SanPabloCA,2,21-23262,1,,37.97953306,-122.3522814
Multiple Gunshots,99-325007,9/3/21,6:44:01,"1835 Rd 20, San Pablo, CA 94806",SanPabloCA,3,21-23174,1,,37.96383894,-122.3496012
Probable Gunfire,99-324329,8/28/21,14:13:45,"910 Stanton Ave, San Pablo, CA 94806",SanPabloCA,7,,1,,37.97828708,-122.3527157
Probable Gunfire,99-324042,8/28/21,10:15:37,"212 Center Ct, San Pablo, CA 94806",SanPabloCA,2,,1,,37.97569927,-122.3516776
Single Gunshot,99-323920,8/27/21,18:54:59,"14655 San Pablo Ave, San Pablo, CA 94806",SanPabloCA,1,21-22632,1,,37.96988109,-122.3440987
Multiple Gunshots,99-323745,8/25/21,21:02:16,"911 Palmer Ave, San Pablo, CA 94806",SanPabloCA,8,21-22435,1,,37.97810334,-122.3529239
Multiple Gunshots,99-323453,8/24/21,16:08:54,"1800 23rd St, San Pablo, CA 94806",SanPabloCA,11,,3,,37.95697352,-122.3466452
Single Gunshot,99-323329,8/23/21,20:31:31,"2941 17th St, San Pablo, CA 94806",SanPabloCA,1,,1,,37.97362949,-122.3469618
Single Gunshot,99-323258,8/22/21,22:51:44,"1777 Rumrill Blvd, San Pablo, CA 94806",SanPabloCA,1,,3,,37.95850456,-122.3567623
Single Gunshot,99-321644,8/16/21,2:01:06,"1524 23rd St, San Pablo, CA 94806",SanPabloCA,1,,3,,37.95535796,-122.3469552
Probable Gunfire,99-321574,8/15/21,9:48:22,"910 John Ave, San Pablo, CA 94806",SanPabloCA,3,,1,,37.97911497,-122.352752
Probable Gunfire,99-321036,8/9/21,2:59:24,"2830 Arundel Way, San Pablo, CA 94806",SanPabloCA,1,,1,,37.96307553,-122.3315833
Single Gunshot,99-321034,8/9/21,2:53:09,"179 San Antonio St, San Pablo, CA 94806",SanPabloCA,1,21-20838,1,,37.96505487,-122.3381266
Probable Gunfire,99-320655,8/8/21,8:12:28,"3080 Giant Rd, San Pablo, CA 94806",SanPabloCA,1,,1,,37.97711617,-122.3530929
Probable Gunfire,99-320646,8/8/21,1:58:08,"1516 23rd St, San Pablo, CA 94806",SanPabloCA,1,21-20741,3,,37.95529995,-122.3470734
Multiple Gunshots,99-320616,8/7/21,19:20:46,"1815 Pablo Vista Ave, San Pablo, CA 94806",SanPabloCA,19,21-20678,1,,37.97752244,-122.3445317
Multiple Gunshots,99-320464,8/6/21,3:28:58,"2670 19th St, San Pablo, CA 94806",SanPabloCA,11,21-20526,1,,37.96917311,-122.3469256
Multiple Gunshots,99-320191,8/3/21,15:14:00,"1830 Mason St, San Pablo, CA 94806",SanPabloCA,3,21-20222,3,,37.95707767,-122.3454599
Single Gunshot,99-320190,8/3/21,14:59:24,"2330 22nd St, San Pablo, CA 94806",SanPabloCA,1,21-20216,1,,37.96368618,-122.3463454
Probable Gunfire,99-320069,8/2/21,0:11:41,"2822 14th St, San Pablo, CA 94806",SanPabloCA,1,21-20046,1,,37.9724659,-122.3499477
Multiple Gunshots,99-319770,8/1/21,1:34:49,"1108 John Ave, San Pablo, CA 94806",SanPabloCA,3,21-19971,1,,37.97888575,-122.3503477
Single Gunshot,99-319763,7/31/21,22:58:24,"1150 Brookside Dr, San Pablo, CA 94806",SanPabloCA,1,21-19961,3,,37.96180553,-122.3573907
Single Gunshot,99-319239,7/28/21,1:34:26,"2812 Del Camino Dr, San Pablo, CA 94806",SanPabloCA,1,21-19596,1,,37.97027725,-122.3425155
Multiple Gunshots,99-319052,7/27/21,0:24:41,"1540 Bush Ave, San Pablo, CA 94806",SanPabloCA,4,S21-19493,3,,37.95550864,-122.3540591
Probable Gunfire,99-318660,7/24/21,22:21:42,"2201 Emeric Ave, San Pablo, CA 94806",SanPabloCA,2,,3,,37.9543985,-122.3486906
Probable Gunfire,99-318528,7/24/21,3:19:44,"1160 Joel Ct, Richmond, CA 94805",SanPabloCA,3,21-19214,2,,37.95078971,-122.3272002
Single Gunshot,99-318340,7/20/21,8:34:34,"31 Haviland Ct, San Pablo, CA 94806",SanPabloCA,1,21-18775,1,,37.96953137,-122.3537189
Multiple Gunshots,99-318339,7/19/21,23:59:20,"2005 Rivers St, San Pablo, CA 94806",SanPabloCA,3,21-18753,1,,37.97235701,-122.344337
Multiple Gunshots,99-318338,7/19/21,23:58:54,"2903 21st St, San Pablo, CA 94806",SanPabloCA,3,21-18753,1,,37.97223503,-122.343718
Probable Gunfire,99-317996,7/17/21,18:22:59,"1026 John Ave, San Pablo, CA 94806",SanPabloCA,6,,1,,37.97887282,-122.3511033
Probable Gunfire,99-317989,7/17/21,18:21:02,"17 Hildalgo Ct, San Pablo, CA 94806",SanPabloCA,8,,1,,37.97975638,-122.3435737
Multiple Gunshots,99-317981,7/17/21,18:12:45,"17 Hildalgo Ct, San Pablo, CA 94806",SanPabloCA,7,,1,,37.97979591,-122.3435602
Single Gunshot,99-317293,7/13/21,23:43:45,"2031 23rd St, San Pablo, CA 94806",SanPabloCA,1,,3,,37.96120629,-122.3463078
Probable Gunfire,99-317267,7/13/21,20:21:18,"2905 San Pablo Dam Rd, San Pablo, CA 94803",SanPabloCA,1,21-18074,2,,37.95933487,-122.3297295
Probable Gunfire,99-317071,7/11/21,18:08:22,"2031 23rd St, San Pablo, CA 94806",SanPabloCA,1,INCDT17826,3,,37.96125728,-122.3464728
Probable Gunfire,99-316737,7/10/21,12:38:20,"15 Murra Ct, San Pablo, CA 94806",SanPabloCA,4,21-17733,1,,37.98004191,-122.3488211
Multiple Gunshots,99-316710,7/10/21,12:27:19,"1810 Acapulco Dr, San Pablo, CA 94806",SanPabloCA,5,21-17731,1,,37.97908589,-122.3428126
Multiple Gunshots,99-316687,7/10/21,12:18:43,"1319 John Ave, San Pablo, CA 94806",SanPabloCA,5,21-17729,1,,37.9785185,-122.3477909
Multiple Gunshots,99-316648,7/10/21,12:08:06,"3400 11th St, San Pablo, CA 94806",SanPabloCA,5,,1,,37.97908501,-122.3501526
Probable Gunfire,99-315501,7/6/21,11:58:13,"1309 Rivers St, San Pablo, CA 94806",SanPabloCA,3,21-17292,1,,37.97392374,-122.3501111
Probable Gunfire,99-314715,7/5/21,9:05:06,"300 San Pablo Towne Center, San Pablo, CA 94806",SanPabloCA,6,21-17188,2,,37.9548377,-122.3325368
Multiple Gunshots,99-314213,7/5/21,0:23:36,"1602 16th St, San Pablo, CA 94806",SanPabloCA,2,,3,,37.95557344,-122.3540424
Probable Gunfire,99-309917,7/4/21,3:01:08,"13255 San Pablo Ave, San Pablo, CA 94806",SanPabloCA,1,21-16957,2,,37.95296497,-122.3337154
Multiple Gunshots,99-309303,7/3/21,21:35:29,"1251 E Victoria Ct, San Pablo, CA 94806",SanPabloCA,4,,3,,37.95202599,-122.3542697
Multiple Gunshots,99-308886,7/3/21,19:29:52,"1322 Regina Ave, San Pablo, CA 94806",SanPabloCA,13,21-16885,3,,37.9513657,-122.3563292
Single Gunshot,99-307739,6/29/21,23:26:42,"1601 Pine Ave, San Pablo, CA 94806",SanPabloCA,1,21-16529,3,,37.95534938,-122.3538526
Multiple Gunshots,99-307711,6/29/21,21:28:59,"2571 22nd St, San Pablo, CA 94806",SanPabloCA,2,,1,,37.96759633,-122.3453661
Probable Gunfire,99-307695,6/29/21,21:12:16,"1757 Rumrill Blvd, San Pablo, CA 94806",SanPabloCA,1,,3,,37.95824126,-122.3570683
Multiple Gunshots,99-307686,6/29/21,20:38:53,"2832 Ridge Rd, San Pablo, CA 94806",SanPabloCA,8,21-16514,2,,37.95889348,-122.3307465
Probable Gunfire,99-307663,6/29/21,10:06:42,"3400 11th St, San Pablo, CA 94806",SanPabloCA,4,,1,,37.97902851,-122.3503754
Single Gunshot,99-306864,6/25/21,22:47:55,"119 Westgate Cir, San Pablo, CA 94806",SanPabloCA,1,21-16119,1,,37.96782564,-122.3549027
Multiple Gunshots,99-303209,6/14/21,8:37:43,"1225 Stanton Ave, San Pablo, CA 94806",SanPabloCA,2,S21-14988,1,,37.97833731,-122.3491625
Probable Gunfire,99-302816,6/12/21,22:49:11,"2693 Kelley Ave, San Pablo, CA 94806",SanPabloCA,2,21-14865,1,,37.97105122,-122.3509238
Probable Gunfire,99-302331,6/12/21,11:41:10,"3080 Center Ct, San Pablo, CA 94806",SanPabloCA,6,,1,,37.9774695,-122.3529219
Single Gunshot,99-301149,6/8/21,23:12:12,"1760 Rumrill Blvd, San Pablo, CA 94806",SanPabloCA,1,E21-14443,3,,37.95857856,-122.3567247
Single Gunshot,99-301148,6/8/21,23:11:55,"1760 Rumrill Blvd, San Pablo, CA 94806",SanPabloCA,1,E21-14443,3,,37.95854264,-122.3567069
Multiple Gunshots,99-301109,6/8/21,22:14:20,"1533 17th St, San Pablo, CA 94806",SanPabloCA,5,21-14441,3,,37.95576718,-122.3530908
Multiple Gunshots,99-300720,6/7/21,10:19:19,"1311 Miner Ave, San Pablo, CA 94806",SanPabloCA,5,21-14284,1,,37.97970446,-122.3474335
Multiple Gunshots,99-300317,6/5/21,22:22:00,"2734 17th St, San Pablo, CA 94806",SanPabloCA,2,21-14152,1,,37.97019317,-122.3476947
Multiple Gunshots,99-300024,6/4/21,23:03:04,"1933 Pine Ave, San Pablo, CA 94806",SanPabloCA,2,21-14047,3,,37.95518889,-122.3504358
Single Gunshot,99-299547,5/31/21,1:15:43,"1601 Pine Ave, San Pablo, CA 94806",SanPabloCA,1,21-13572,3,,37.95517879,-122.3539591
Probable Gunfire,99-298838,5/26/21,23:05:50,"2600 Giant Rd, San Pablo, CA 94806",SanPabloCA,3,E21-13170,1,,37.96919982,-122.3556659
Multiple Gunshots,99-298792,5/26/21,16:50:19,"17 Hildalgo Ct, San Pablo, CA 94806",SanPabloCA,15,,1,,37.97981977,-122.3436178
Multiple Gunshots,99-298786,5/26/21,16:21:11,"935 Stanton Ave, San Pablo, CA 94806",SanPabloCA,7,E21-13134,1,,37.97870038,-122.3520463
Probable Gunfire,99-298715,5/25/21,21:07:15,"2433 21st St, San Pablo, CA 94806",SanPabloCA,1,,1,,37.96539472,-122.346868
Multiple Gunshots,99-298633,5/25/21,2:08:24,"2701 El Portal Dr, San Pablo, CA 94806",SanPabloCA,4,E21-12955,1,,37.96332631,-122.3362487
Multiple Gunshots,99-298632,5/25/21,1:27:35,"2500 MacArthur Ave, San Pablo, CA 94806",SanPabloCA,6,E21-12954,1,,37.966745,-122.3507251
Multiple Gunshots,99-298471,5/23/21,21:36:11,"1536 California Ave, San Pablo, CA 94806",SanPabloCA,4,,3,,37.95327583,-122.3542256
Single Gunshot,99-298359,5/23/21,2:11:23,"2750 Rumrill Blvd, San Pablo, CA 94806",SanPabloCA,1,,1,,37.96883093,-122.3445943
Single Gunshot,99-298333,5/22/21,22:51:18,"189 San Farnando St, San Pablo, CA 94806",SanPabloCA,1,,1,,37.96453259,-122.3382378
Probable Gunfire,99-298195,5/22/21,0:38:03,"2527 San Pablo Dam Rd, San Pablo, CA 94806",SanPabloCA,1,,2,,37.95683674,-122.3306524
Probable Gunfire,99-298194,5/22/21,0:34:45,"2700 San Pablo Dam Rd, San Pablo, CA 94806",SanPabloCA,1,,2,,37.95605426,-122.3302852
Multiple Gunshots,99-298166,5/21/21,22:49:51,"2888 Valencia Way, San Pablo, CA 94806",SanPabloCA,4,,1,,37.97196274,-122.341583
Probable Gunfire,99-298082,5/21/21,20:43:11,"2852 Del Camino Dr, San Pablo, CA 94806",SanPabloCA,1,2021-00012660,1,,37.97109792,-122.3424856
Probable Gunfire,99-297541,5/20/21,2:15:59,"3036 Avon Ln, San Pablo, CA 94806",SanPabloCA,1,,2,,37.96476182,-122.3249006
Multiple Gunshots,99-297538,5/19/21,21:47:57,"1095 Broadway Ave, San Pablo, CA 94806",SanPabloCA,3,S21-12471,1,,37.97523849,-122.3516699
Multiple Gunshots,99-297039,5/18/21,14:04:37,"2688 Giant Rd, San Pablo, CA 94806",SanPabloCA,4,,1,,37.97123329,-122.355059
Probable Gunfire,99-296934,5/17/21,11:26:54,"2944 17th St, San Pablo, CA 94806",SanPabloCA,1,E21-12193,1,,37.97372835,-122.3465616
Multiple Gunshots,99-296901,5/17/21,1:57:26,"2683 Kelley Ave, San Pablo, CA 94806",SanPabloCA,6,2021-00012158,1,,37.97055784,-122.3512849
Multiple Gunshots,99-296900,5/17/21,1:57:17,"2683 Kelley Ave, San Pablo, CA 94806",SanPabloCA,5,2021-00012158,1,,37.9705471,-122.3513272
Single Gunshot,99-296836,5/16/21,19:59:41,"2871 Valencia Way, San Pablo, CA 94806",SanPabloCA,1,2021-00012137,1,,37.97124564,-122.3414475
Probable Gunfire,99-295776,5/10/21,15:44:14,"14273 San Pablo Ave, San Pablo, CA 94806",SanPabloCA,1,21-11576,1,,37.96440005,-122.345438
Multiple Gunshots,99-295587,5/9/21,15:27:44,"1800 Acapulco Dr, San Pablo, CA 94806",SanPabloCA,6,21-11479,1,,37.97906727,-122.3429568
Single Gunshot,99-294621,5/8/21,0:49:05,"1915 Dover Ave, San Pablo, CA 94806",SanPabloCA,1,21-11328,3,,37.95922448,-122.3500687
Single Gunshot,99-294355,5/7/21,2:33:31,"1971 18th St, San Pablo, CA 94806",SanPabloCA,1,21-11251,3,,37.96058006,-122.3511588
Probable Gunfire,99-294090,5/5/21,1:29:33,"1420 Amador St, San Pablo, CA 94806",SanPabloCA,1,,2,,37.95401598,-122.3281931
Single Gunshot,99-294079,5/4/21,21:38:12,"2493 Greenwood Ct, San Pablo, CA 94806",SanPabloCA,1,,1,,37.96783284,-122.3371101
Multiple Gunshots,99-294076,5/4/21,21:37:49,"2493 Greenwood Ct, San Pablo, CA 94806",SanPabloCA,3,,1,,37.96785423,-122.3371322
Probable Gunfire,99-294026,5/4/21,16:17:56,"17 Hildalgo Ct, San Pablo, CA 94806",SanPabloCA,6,,1,,37.97980324,-122.3436255
Single Gunshot,99-293446,5/2/21,7:45:24,"2716 Del Camino Dr, San Pablo, CA 94806",SanPabloCA,1,21-10854,1,,37.9690205,-122.3428878
Probable Gunfire,99-293368,5/1/21,20:33:12,"1885 23rd St, San Pablo, CA 94806",SanPabloCA,2,,3,,37.95865483,-122.347204
Multiple Gunshots,99-291791,4/24/21,9:43:44,"1070 John Ave, San Pablo, CA 94806",SanPabloCA,8,,1,,37.97879108,-122.3514898
Single Gunshot,99-291783,4/24/21,9:30:27,"941 Trenton Blvd, San Pablo, CA 94806",SanPabloCA,1,,1,,37.97045206,-122.3542289
Single Gunshot,99-291764,4/24/21,0:35:00,"2701 19th St, San Pablo, CA 94806",SanPabloCA,1,2.02E+11,1,,37.96934415,-122.3469323
Multiple Gunshots,99-291182,4/18/21,18:00:50,"904 Stanton Ave, San Pablo, CA 94806",SanPabloCA,4,,1,,37.97880365,-122.3530629
Probable Gunfire,99-291133,4/18/21,15:41:05,"919 Stanton Ave, San Pablo, CA 94806",SanPabloCA,8,,1,,37.97867857,-122.3524392
Multiple Gunshots,99-291125,4/18/21,15:30:48,"925 Stanton Ave, San Pablo, CA 94806",SanPabloCA,3,,1,,37.97883537,-122.3522305
Multiple Gunshots,99-290939,4/18/21,9:22:43,"1 Sheffield Ct, San Pablo, CA 94806",SanPabloCA,4,21-9577,1,,37.96953584,-122.3526024
Probable Gunfire,99-290710,4/17/21,18:36:41,"18 Hildalgo Ct, San Pablo, CA 94806",SanPabloCA,11,,1,,37.97970273,-122.3435239
Probable Gunfire,99-290645,4/17/21,17:46:19,"1915 Pablo Vista Ave, San Pablo, CA 94806",SanPabloCA,11,21-9523,1,,37.97737666,-122.343755
Probable Gunfire,99-290491,4/17/21,0:24:51,"1503 Rumrill Blvd, San Pablo, CA 94806",SanPabloCA,1,21-9483,3,,37.95488246,-122.3580107
Single Gunshot,99-289968,4/10/21,22:14:18,"2808 17th St, San Pablo, CA 94806",SanPabloCA,1,21-8925,1,,37.97140876,-122.3475786
Single Gunshot,99-289967,4/10/21,21:50:08,"2808 17th St, San Pablo, CA 94806",SanPabloCA,1,21-8921,1,,37.97144604,-122.3476431
Probable Gunfire,99-289507,4/8/21,4:29:26,"1965 17th St, San Pablo, CA 94806",SanPabloCA,1,S21-8658,3,,37.96070724,-122.3526426
Probable Gunfire,99-289396,4/7/21,20:00:55,"14319 San Pablo Ave, San Pablo, CA 94806",SanPabloCA,2,2021-8634,1,,37.96491237,-122.3451709
Probable Gunfire,99-288358,4/3/21,15:05:56,"1842 16th St, San Pablo, CA 94806",SanPabloCA,1,21-8236,3,,37.95896774,-122.3536932
Single Gunshot,99-287903,4/2/21,21:34:43,"1630 Emeric Ave, San Pablo, CA 94806",SanPabloCA,1,,3,,37.9540164,-122.3533145
Multiple Gunshots,99-287902,4/2/21,21:33:11,"1183 23rd St, Richmond, CA 94804",SanPabloCA,2,,3,,37.95098601,-122.3473432
Multiple Gunshots,99-287881,4/2/21,18:03:04,"1741 Acapulco Dr, San Pablo, CA 94806",SanPabloCA,3,,1,,37.97959516,-122.3434543
Multiple Gunshots,99-287822,4/1/21,20:49:01,"901 Randy Ln, San Pablo, CA 94806",SanPabloCA,3,2021-00008069,3,,37.96570689,-122.3567531
Multiple Gunshots,99-287459,3/29/21,22:42:46,"2101 Pine Ave, San Pablo, CA 94806",SanPabloCA,4,S21-7800,3,,37.9550225,-122.3492567
Probable Gunfire,99-287458,3/29/21,22:42:37,"1425 23rd St, San Pablo, CA 94806",SanPabloCA,4,S21-7800,3,,37.95466612,-122.3473708
Multiple Gunshots,99-287347,3/28/21,18:31:19,"1305 Stanton Ave, San Pablo, CA 94806",SanPabloCA,2,,1,,37.97833223,-122.3482272
Probable Gunfire,99-287108,3/27/21,14:52:04,"308 San Pablo Towne Center, San Pablo, CA 94806",SanPabloCA,2,,2,,37.95439069,-122.3316711
Multiple Gunshots,99-286840,3/26/21,23:32:24,"1610 23rd St, San Pablo, CA 94806",SanPabloCA,3,21-7532,3,,37.95593227,-122.3469908
Probable Gunfire,99-286839,3/26/21,23:26:46,"2024 Emeric Ave, San Pablo, CA 94806",SanPabloCA,4,2021-00007529,3,,37.9540048,-122.3493784
Probable Gunfire,99-286322,3/24/21,20:46:10,"2855 11th St, San Pablo, CA 94806",SanPabloCA,1,,1,,37.97353087,-122.3524282
Probable Gunfire,99-286034,3/23/21,4:08:50,"2687 20th St, San Pablo, CA 94806",SanPabloCA,1,,1,,37.96888095,-122.346187
Single Gunshot,99-285901,3/21/21,23:06:26,"1977 18th St, San Pablo, CA 94806",SanPabloCA,1,2021-00007034,3,,37.96055214,-122.3510729
Multiple Gunshots,99-284898,3/20/21,22:01:13,"2085 23rd St, San Pablo, CA 94806",SanPabloCA,2,,3,,37.96168106,-122.3467168
Probable Gunfire,99-284832,3/20/21,18:36:58,"951 Palmer Ave, San Pablo, CA 94806",SanPabloCA,4,21-6931,1,,37.97804907,-122.3523668
Single Gunshot,99-283425,3/16/21,4:04:32,"1939 California Ave, San Pablo, CA 94806",SanPabloCA,1,S21-6466,3,,37.95343731,-122.3502841
Multiple Gunshots,99-283212,3/15/21,2:10:29,"2011 California Ave, San Pablo, CA 94806",SanPabloCA,2,21-06377,3,,37.95369996,-122.3501173
Single Gunshot,99-283211,3/15/21,1:55:33,"2701 19th St, San Pablo, CA 94806",SanPabloCA,1,2020-00006374,1,,37.96936174,-122.3470941
Multiple Gunshots,99-283210,3/14/21,22:43:48,"2517 MacArthur Ave, San Pablo, CA 94806",SanPabloCA,10,2021-00006365,1,,37.96731581,-122.3509284
Probable Gunfire,99-282558,3/13/21,9:37:20,"901 Palmer Ave, San Pablo, CA 94806",SanPabloCA,3,21-6230,1,,37.97815602,-122.35336
Single Gunshot,99-282464,3/12/21,21:19:32,"1983 18th St, San Pablo, CA 94806",SanPabloCA,1,2021-00006198,3,,37.96081057,-122.3511427
Multiple Gunshots,99-282307,3/11/21,22:04:11,"1351 Marin Ave, San Pablo, CA 94806",SanPabloCA,3,21-06116,2,,37.95351694,-122.3256602
Probable Gunfire,99-282072,3/10/21,14:32:24,"2700 San Pablo Dam Rd, San Pablo, CA 94806",SanPabloCA,1,E21-6014,2,,37.95596215,-122.3300126
Multiple Gunshots,99-282010,3/9/21,20:06:01,"2012 Rumrill Blvd, San Pablo, CA 94806",SanPabloCA,9,,3,,37.96209507,-122.3554044
Single Gunshot,99-281953,3/8/21,22:04:21,"2830 18th St, San Pablo, CA 94806",SanPabloCA,1,S21-5882,1,,37.97150835,-122.3466502
Multiple Gunshots,99-281503,3/6/21,20:48:47,"1211 Trenton Blvd, San Pablo, CA 94806",SanPabloCA,4,21-5727,1,,37.97012815,-122.3517434
Single Gunshot,99-280217,3/1/21,23:12:38,"2031 Market Ave, San Pablo, CA 94806",SanPabloCA,1,,3,,37.95808821,-122.3492582
Single Gunshot,99-280211,3/1/21,21:59:11,"1856 21st St, San Pablo, CA 94806",SanPabloCA,1,INCS21-5296,3,,37.95832316,-122.3490022
Multiple Gunshots,99-280189,3/1/21,5:58:33,"1425 Market Ave, San Pablo, CA 94806",SanPabloCA,2,2021-00005207,3,,37.95865185,-122.3551128
Multiple Gunshots,99-278775,2/24/21,0:28:15,"1338 Bush Ave, San Pablo, CA 94806",SanPabloCA,5,S21-4710,3,,37.95568419,-122.355962
Multiple Gunshots,99-278367,2/23/21,3:09:24,"2526 San Pablo Dam Rd, San Pablo, CA 94806",SanPabloCA,7,S21-4622,2,,37.95532772,-122.3299653
Single Gunshot,99-277276,2/20/21,2:01:54,"1200 Amador St, San Pablo, CA 94806",SanPabloCA,1,,2,,37.95045769,-122.3266991
Multiple Gunshots,99-277275,2/20/21,2:01:45,"1180 Joel Ct, Richmond, CA 94805",SanPabloCA,2,,2,,37.95119523,-122.327217
Single Gunshot,99-277274,2/20/21,2:01:40,"1246 Amador St, San Pablo, CA 94806",SanPabloCA,1,,2,,37.95178821,-122.3273601
Multiple Gunshots,99-277273,2/20/21,2:01:36,"502 Frontage Rd, Richmond, CA 94805",SanPabloCA,2,,2,,37.9521232,-122.3275205
Single Gunshot,99-276692,2/16/21,2:58:04,"1936 Mason St, San Pablo, CA 94806",SanPabloCA,1,21-4016,3,,37.9584968,-122.3448584
Probable Gunfire,99-276050,2/13/21,12:41:39,"2843 10th St, San Pablo, CA 94806",SanPabloCA,5,,1,,37.97355405,-122.3533838
Multiple Gunshots,99-274578,2/6/21,0:20:17,"1539 Humboldt Ave, San Pablo, CA 94806",SanPabloCA,6,21-3104,2,,37.95502219,-122.3297651
Probable Gunfire,99-273807,2/1/21,12:50:27,"1345 Brookside Dr, San Pablo, CA 94806",SanPabloCA,5,,3,,37.96359141,-122.353724
Probable Gunfire,99-273788,1/31/21,18:35:26,"2352 21st St, San Pablo, CA 94806",SanPabloCA,1,INCIDENT2604,1,,37.96438312,-122.3468901
Probable Gunfire,99-273279,1/30/21,15:56:13,"1117 Palmer Ave, San Pablo, CA 94806",SanPabloCA,3,,1,,37.9778102,-122.350441
Probable Gunfire,99-273209,1/30/21,11:47:30,"3028 Giant Rd, San Pablo, CA 94806",SanPabloCA,4,INCIDENT2491,1,,37.97545396,-122.3540331
Multiple Gunshots,99-273076,1/28/21,6:38:22,"2860 Del Camino Dr, San Pablo, CA 94806",SanPabloCA,2,,1,,37.97154862,-122.3418748
Probable Gunfire,99-273060,1/27/21,17:13:54,"1351 Marin Ave, San Pablo, CA 94806",SanPabloCA,1,,2,,37.95338099,-122.3252779
Multiple Gunshots,99-273013,1/26/21,16:28:13,"2040 Espanola Dr, San Pablo, CA 94806",SanPabloCA,2,E21-2102,1,,37.97858273,-122.3416459
Multiple Gunshots,99-272551,1/24/21,9:34:43,"3001 16th St, San Pablo, CA 94806",SanPabloCA,2,,1,,37.9746993,-122.3471422
Single Gunshot,99-272321,1/23/21,7:23:58,"1816 Emeric Ave, San Pablo, CA 94806",SanPabloCA,1,21-01817,3,,37.95387708,-122.3514181
Multiple Gunshots,99-271793,1/21/21,1:18:14,"14240 San Pablo Ave, San Pablo, CA 94806",SanPabloCA,3,1657,1,,37.96300297,-122.3453126
