Type,"Respond ID",Date,Time,Address,Zone,Rounds,"CAD ID",Beat,District,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"Multiple Gunshots",661-22542,10/21/18,3:21:30,"500 blk Butte St, Bakersfield, CA",BakersfieldCA,2,18-223506,BP320,Metro,35.370513,-118.998353,1,rooftop,500,"Butte St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-22543,10/21/18,3:21:24,"500 blk Butte St, Bakersfield, CA",BakersfieldCA,5,18-223506,BP320,Metro,35.370513,-118.998353,1,rooftop,500,"Butte St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-21968,10/14/18,4:37:02,"1000 blk Quincy St, Bakersfield, CA",BakersfieldCA,5,18-218374,,,35.384216,-118.984992,1,rooftop,1000,"Quincy St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-21964,10/14/18,4:02:00,"500 blk Villa St, Bakersfield, CA",BakersfieldCA,3,18-218365,BP321,Metro,35.36143,-119.000723,1,range_interpolation,500,"Villa St",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-21948,10/14/18,2:41:14,"1300 blk E California Ave, Bakersfield, CA",BakersfieldCA,1,218348,BP325,Metro,35.368904,-118.985462,1,rooftop,1300,"E California Ave",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-21937,10/14/18,1:24:42,"1000 blk Owens St, Bakersfield, CA",BakersfieldCA,1,18-218311,BP304,Metro,35.377895,-118.987541,1,range_interpolation,1000,"Owens St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-21933,10/14/18,0:58:55,"1400 blk Oregon St, Bakersfield, CA",BakersfieldCA,5,18-218298,BP303,Metro,35.380562,-118.979583,1,rooftop,1400,"Oregon St",,,Bakersfield,CA,"Kern County",93305,US,"Kern (Kern County)"
"Multiple Gunshots",661-21808,10/13/18,0:06:45,"1000 blk Gage St, Bakersfield, CA",BakersfieldCA,8,18-217494,BP304,Metro,35.377526,-118.985998,1,range_interpolation,1000,"Gage St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-21708,10/12/18,2:00:27,"100 blk Clifton St, Bakersfield, CA",BakersfieldCA,1,18-216798,BP327,Metro,35.355956,-118.986686,1,rooftop,100,"Clifton St",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-21663,10/11/18,19:35:56,"100 b lk E 8th St, Bakersfield, CA",BakersfieldCA,4,18-216639,BP321,Metro,35.364451,-119.002952,1,range_interpolation,100,"E 8th St",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-21638,10/11/18,2:51:12,"800 blk E 3rd St, Bakersfield, CA",BakersfieldCA,1,216094,BP322,Metro,35.359396,-118.99524,1,range_interpolation,800,"E 3rd St",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-21578,10/10/18,3:27:36,"1100 blk Chester Ave, Bakersfield, CA",BakersfieldCA,2,18-215246,BP225,Metro,35.367743,-119.018465,1,rooftop,1100,"Chester Ave",,,Bakersfield,CA,"Kern County",93301,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-21491,10/8/18,23:21:52,"1000 blk Niles St, Bakersfield, CA",BakersfieldCA,4,214454,BP304,Metro,35.381012,-118.986058,1,rooftop,1000,"Niles St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-21490,10/8/18,23:21:46,"1000 blk Monterey St, Bakersfield, CA",BakersfieldCA,3,18-214454,BP304,Metro,35.379939,-118.986522,1,rooftop,1000,"Monterey St",,,Bakersfield,CA,"Kern County",93305,US,"Kern (Kern County)"
"Multiple Gunshots",661-21488,10/8/18,23:21:46,"1000 blk Niles St, Bakersfield, CA",BakersfieldCA,3,18-214454,BP304,Metro,35.381012,-118.986058,1,rooftop,1000,"Niles St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-21489,10/8/18,23:21:40,"1000 blk Niles St, Bakersfield, CA",BakersfieldCA,7,18-214454,BP303,Metro,35.381012,-118.986058,1,rooftop,1000,"Niles St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-21316,10/6/18,21:25:57,"1200 blk Miller St, Bakersfield, CA",BakersfieldCA,1,18-212889,BP304,Metro,35.378896,-118.982155,1,range_interpolation,1200,"Miller St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-21312,10/6/18,19:34:23,"200 blk E 8th St, Bakersfield, CA",BakersfieldCA,2,18-212819,BP321,Metro,35.364581,-119.000861,1,rooftop,200,"E 8th St",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Probable Gunfire",661-21261,10/6/18,1:18:52," 800 blk Niles St, Bakersfield, CA",BakersfieldCA,1,18-212260,BP304,Metro,35.382054,-118.989184,1,rooftop,800,"Niles St",,,Bakersfield,CA,"Kern County",93305,US,"Kern (Kern County)"
"Multiple Gunshots",661-21181,10/5/18,2:56:13,"1000 blk Lincoln St, Bakersfield, CA",BakersfieldCA,2,18-211492,BP303,Metro,35.386282,-118.984313,1,range_interpolation,1000,"Lincoln St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-21038,10/2/18,18:45:13,"1500 blk Wilkins St, Bakersfield, CA",BakersfieldCA,7,2018-209640,BP327,Metro,35.355925,-118.986374,1,range_interpolation,1500,"Wilkins St",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-20849,9/30/18,3:46:15,"800 blk P St, Bakersfield, CA",BakersfieldCA,1,18-207612,BP231,Metro,35.364762,-119.011516,1,rooftop,800,"P St",,,Bakersfield,CA,"Kern County",93304,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-20850,9/30/18,3:46:15,"800 blk P St, Bakersfield, CA",BakersfieldCA,2,18-207612,BP234,Metro,35.364762,-119.011516,1,rooftop,800,"P St",,,Bakersfield,CA,"Kern County",93304,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-20844,9/30/18,2:47:06,"300 blk Tyree Toliver St, Bakersfield, CA",BakersfieldCA,3,18-207581,BP327,Metro,35.359549,-118.98889,1,rooftop,300,"Tyree Toliver St",,,Bakersfield,CA,"Kern County",93307,US,"Kern (Kern County)"
"Multiple Gunshots",661-20843,9/30/18,2:46:56,"300 blk Tyree Toliver St, Bakersfield, CA",BakersfieldCA,4,18-207581,BP327,Metro,35.359549,-118.98889,1,rooftop,300,"Tyree Toliver St",,,Bakersfield,CA,"Kern County",93307,US,"Kern (Kern County)"
"Multiple Gunshots",661-20842,9/30/18,2:46:03,"300 blk Tyree Toliver St, Bakersfield, CA",BakersfieldCA,3,18-207581,BP327,Metro,35.359549,-118.98889,1,rooftop,300,"Tyree Toliver St",,,Bakersfield,CA,"Kern County",93307,US,"Kern (Kern County)"
"Probable Gunfire",661-20731,9/28/18,5:37:55,"700 blk S King St, Bakersfield, CA",BakersfieldCA,1,18-205977,BP321,Metro,35.505077,-119.264583,0.66,nearest_rooftop_match,812,"Blake St",,,Shafter,CA,"Kern County",93263,US,"Kern (Kern County)"
"Single Gunshot",661-20642,9/27/18,0:33:07,"900 blk Flower St, Bakersfield, CA",BakersfieldCA,1,18-205127,BP303,Metro,35.385622,-118.985884,1,rooftop,900,"Flower St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-20465,9/24/18,22:47:43,"1000 blk Gage St, Bakersfield, CA",BakersfieldCA,1,18-203506,BP304,Metro,35.377526,-118.985998,1,range_interpolation,1000,"Gage St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-20427,9/24/18,4:56:59,"1000 blk Miller St, Bakersfield, CA",BakersfieldCA,8,2018-202846,BP304,Metro,35.376876,-118.98306,1,rooftop,1000,"Miller St",,,Bakersfield,CA,"Kern County",93305,US,"Kern (Kern County)"
"Probable Gunfire",661-20367,9/23/18,4:19:56,"300 blk Clyde St, Bakersfield, CA",BakersfieldCA,1,2018-202142,BP327,Metro,35.359545,-118.98747,1,range_interpolation,300,"Clyde St",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-20352,9/22/18,23:38:08,"300 blk Clyde St, Bakersfield, CA",BakersfieldCA,2,18-202027,BP327,Metro,35.359545,-118.98747,1,range_interpolation,300,"Clyde St",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-20341,9/22/18,23:25:15,"1200 blk 3rd St, Bakersfield, CA",BakersfieldCA,7,18-202012,BP232,Metro,35.359021,-119.015134,1,range_interpolation,1200,"3rd St",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-20313,9/22/18,20:58:48,"700 blk V St, Bakersfield, CA",BakersfieldCA,4,18-201905,BP234,Metro,35.363591,-119.004803,1,rooftop,700,"V St",,,Bakersfield,CA,"Kern County",93304,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-20312,9/22/18,20:58:46,"800 blk V St, Bakersfield, CA",BakersfieldCA,10,18-201905,BP234,Metro,35.36441,-119.005142,1,range_interpolation,800,"V St",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-20137,9/21/18,4:44:34,"1200 blk Gage St, Bakersfield, CA",BakersfieldCA,4,18-200503,BP304,Metro,35.379636,-118.985246,1,range_interpolation,1200,"Gage St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-20136,9/21/18,4:44:34,"1200 blk Gage St, Bakersfield, CA",BakersfieldCA,5,18-200503,BP304,Metro,35.379636,-118.985246,1,range_interpolation,1200,"Gage St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-20089,9/20/18,17:49:18,"200 blk 9th St, Bakersfield, CA",BakersfieldCA,1,18-200230,BP234,Metro,35.365171,-119.004256,1,range_interpolation,200,"9th St",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-19896,9/17/18,18:58:15,"1300 blk Oregon St, Bakersfield, CA",BakersfieldCA,2,18-197997,BP303,Metro,35.380944,-118.981096,1,rooftop,1300,"Oregon St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-19863,9/17/18,1:34:41,"600 blk CA-99BUS, Bakersfield, CA",BakersfieldCA,1,18-197376,BP321,Metro,35.384337,-119.020562,0.5,place,,,,,Bakersfield,CA,"Kern County",93301,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-19801,9/16/18,1:57:28,"500 blk E 11th St, Bakersfield, CA",BakersfieldCA,10,18-196756,BP321,Metro,35.367621,-118.998236,1,range_interpolation,500,"E 11th St",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-19703,9/15/18,2:38:05,"1000 blk Chester Ave, Bakersfield, CA",BakersfieldCA,2,18-195964,BP225,Metro,35.366675,-119.018563,1,rooftop,1000,"Chester Ave",,,Bakersfield,CA,"Kern County",93301,US,"City of Bakersfield (City of Bakersfield)"
"Probable Gunfire",661-19652,9/14/18,14:53:03,"400 blk King St, Bakersfield, CA",BakersfieldCA,6,18-195505,BP320,Metro,35.3715,-118.993442,1,rooftop,400,"King St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-19487,9/10/18,22:48:30,"1300 blk Potomac Ave, Bakersfield, CA",BakersfieldCA,1,18-192562,BP326,Metro,35.365049,-118.988383,1,rooftop,1300,"Potomac Ave",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-19432,9/10/18,1:19:41,"800 blk Lake St, Bakersfield, CA",BakersfieldCA,2,18-191792,BP304,Metro,35.379771,-118.990231,1,range_interpolation,800,"Lake St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Probable Gunfire",661-19419,9/9/18,22:35:56,"1300 blk Kentucky St, Bakersfield, CA",BakersfieldCA,10,18-191727,BP304,Metro,35.376822,-118.982518,1,rooftop,1300,"Kentucky St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-19417,9/9/18,22:26:59,"1200 blk Murdock St, Bakersfield, CA",BakersfieldCA,4,18-191724,BP326,Metro,35.362392,-118.989545,1,rooftop,1200,"Murdock St",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-19394,9/9/18,20:05:41,"1300 blk Oregon St, Bakersfield, CA",BakersfieldCA,4,18-191655,BP303,Metro,35.380944,-118.981096,1,rooftop,1300,"Oregon St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-19317,9/8/18,15:16:21,"1300 blk Niles St, Bakersfield, CA",BakersfieldCA,4,18-190732,BP304,Metro,35.379925,-118.981584,1,rooftop,1300,"Niles St",,,Bakersfield,CA,"Kern County",93305,US,"Kern (Kern County)"
"Probable Gunfire",661-19243,9/7/18,21:58:07,"300 blk S King St, Bakersfield, CA",BakersfieldCA,9,18-190268,BP322,Metro,35.703649,-118.838388,0.61,nearest_rooftop_match,143,"Blake St",,,Woody,CA,"Kern County",93287,US,"Kern (Kern County)"
"Single Gunshot",661-19227,9/7/18,19:47:26,"800 blk Lake St, Bakersfield, CA",BakersfieldCA,1,18-190195,BP304,Metro,35.379771,-118.990231,1,range_interpolation,800,"Lake St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-19196,9/7/18,3:40:45,"1000 blk 6th St, Bakersfield, CA",BakersfieldCA,4,189566,BP231,Metro,35.362524,-119.013078,1,range_interpolation,1000,"6th St",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-19143,9/6/18,1:27:41,"100 blk E 3rd St, Bakersfield, CA",BakersfieldCA,1,18-188718,BP322,Metro,35.359354,-119.002973,1,range_interpolation,100,"E 3rd St",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-19141,9/6/18,0:15:54,"300 blk T St, Bakersfield, CA",BakersfieldCA,17,18-188703,BP235,Metro,35.359022,-119.006653,1,rooftop,300,"T St",,,Bakersfield,CA,"Kern County",93304,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-19137,9/5/18,23:41:48,"1100 blk King St, Bakersfield, CA",BakersfieldCA,1,18-188692,BP304,Metro,35.379771,-118.990231,1,range_interpolation,1100,"King St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-19056,9/4/18,22:17:28,"1000 blk Alta Vista Dr, Bakersfield, CA",BakersfieldCA,1,18-187799,BP300,Metro,35.380487,-118.998362,1,range_interpolation,1000,"Alta Vista Dr",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-19015,9/3/18,23:21:57,"400 blk Lake St, Bakersfield, CA",BakersfieldCA,1,18-187002,BP300,Metro,35.381249,-118.996402,1,range_interpolation,400,"Lake St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Probable Gunfire",661-19005,9/3/18,21:17:02,"300 blk Beale Ave, Bakersfield, CA",BakersfieldCA,1,18-186944,BP320,Metro,35.410686,-119.0257,1,rooftop,300,"Belle Ave",,,Bakersfield,CA,"Kern County",93308,US,"Kern (Kern County)"
"Single Gunshot",661-18940,9/2/18,23:32:27,"400 blk Alpine St, Bakersfield, CA",BakersfieldCA,1,18-186318,BP320,Metro,35.369199,-118.998424,1,range_interpolation,400,"Alpine St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-18932,9/2/18,20:29:36,"800 blk Broad St, Bakersfield, CA",BakersfieldCA,11,18-186206,BP321,Metro,35.364994,-119.000571,1,range_interpolation,800,"Broad St",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Probable Gunfire",661-18916,9/2/18,18:39:57,"1600 blk Gage St, Bakersfield, CA",BakersfieldCA,1,18-186131,,,35.383855,-118.983739,1,range_interpolation,1600,"Gage St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-18859,9/2/18,1:09:54,"1000 blk Lincoln St, Bakersfield, CA",BakersfieldCA,10,18-185651,,,35.386282,-118.984313,1,range_interpolation,1000,"Lincoln St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-18857,9/2/18,0:50:35,"1000 blk M St, Bakersfield, CA",BakersfieldCA,1,18-185643,BP231,Metro,35.366343,-119.015292,1,range_interpolation,1000,"M St",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-18763,9/1/18,0:34:08,"800 blk Kentucky St, Bakersfield, CA",BakersfieldCA,4,18-184815,BP304,Metro,35.378641,-118.990384,1,rooftop,800,"Kentucky St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-18761,9/1/18,0:33:52,"1000 blk Owens St, Bakersfield, CA",BakersfieldCA,1,18-184815,BP304,Metro,35.377895,-118.987541,1,range_interpolation,1000,"Owens St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-18743,8/31/18,22:18:57,"200 blk Whitlock St, Bakersfield, CA",BakersfieldCA,1,184720,BP322,Metro,35.357667,-118.99538,1,rooftop,200,"Whitlock St",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-18618,8/29/18,7:08:40,"1400 blk Wilkins St, Bakersfield, CA",BakersfieldCA,4,18-182565,BP327,Metro,35.355918,-118.987481,1,range_interpolation,1400,"Wilkins St",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-18606,8/29/18,0:48:26,"CA-178, Bakersfield, CA",BakersfieldCA,5,18-182477,BP300,Metro,0,0,0,,"Could not geocode address. No matches found.",,,,,,,,,
"Multiple Gunshots",661-18528,8/27/18,21:26:14,"1500 blk Virginia Ave, Bakersfield, CA",BakersfieldCA,2,18-181534,BP326,Metro,35.361369,-118.986358,1,range_interpolation,1500,"Virginia Ave",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-18526,8/27/18,19:43:53,"1400 blk 8th St, Bakersfield, CA",BakersfieldCA,6,18-181483,BP231,Metro,35.364454,-119.017636,1,range_interpolation,1400,"8th St",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-18484,8/27/18,5:11:16,"1500 blk Quincy St, Bakersfield, CA",BakersfieldCA,1,18-180945,BP305,Metro,35.382451,-118.977223,1,rooftop,1500,"Quincy St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-18432,8/26/18,11:02:48,"300 blk Rodman St, Bakersfield, CA",BakersfieldCA,8,18-180461,BP322,Metro,35.359509,-118.99839,1,rooftop,300,"Rodman St",,,Bakersfield,CA,"Kern County",93307,US,"Kern (Kern County)"
"Single Gunshot",661-18364,8/25/18,22:58:36,"1300 blk E 19th St, Bakersfield, CA",BakersfieldCA,1,18-180086,BP325,Metro,35.372724,-118.98436,1,range_interpolation,1300,"E 19th St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-18194,8/23/18,3:10:39,"200 blk L St, Bakersfield, CA",BakersfieldCA,1,18-177912,BP232,Metro,35.356805,-119.016514,1,range_interpolation,200,"L St",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-18191,8/23/18,0:33:17,"200 blk 10th St, Bakersfield, CA",BakersfieldCA,6,18-177873,BP234,Metro,35.366158,-119.004235,1,range_interpolation,200,"10th St",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-18170,8/22/18,20:57:14,"300 blk Northrup St, Bakersfield, CA",BakersfieldCA,1,18-177761,BP327,Metro,35.359532,-118.989683,1,range_interpolation,300,"Northrup St",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-18141,8/22/18,5:41:46,"800 blk S Robinson St, Bakersfield, CA",BakersfieldCA,3,18-177130,BP326,Metro,35.505077,-119.264583,0.85,nearest_rooftop_match,812,"Blake St",,,Shafter,CA,"Kern County",93263,US,"Kern (Kern County)"
"Probable Gunfire",661-17986,8/19/18,18:41:16,"1400 blk Sumner St, Bakersfield, CA",BakersfieldCA,1,18-175282,BP306,Metro,35.373981,-118.980993,1,rooftop,1400,"Sumner St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Probable Gunfire",661-17982,8/19/18,15:23:25,"700 blk Lake St, Bakersfield, CA",BakersfieldCA,1,18-175175,BP304,Metro,35.380062,-118.991805,1,range_interpolation,700,"Lake St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-17898,8/18/18,2:08:25,"100 blk Dr Martin Luther King Jr Blvd, Bakersfield, CA",BakersfieldCA,3,18-174062,BP327,Metro,35.355935,-118.985502,0.9,nearest_rooftop_match,102,"Martin Luther King Jr Blvd",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
