address,city,state,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"2717 Cardiff Ct",Richmond,CA,37.973927,-122.335565,0.9,rooftop,2717,"Cardiff Ct",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"401 W Gertrude Ave",Richmond,CA,37.954199,-122.3661,1,range_interpolation,401,"W Gertrude Ave",,,Richmond,CA,"Contra Costa County",94801,US,"TIGER/Line® dataset from the US Census Bureau"
"2548 Maricopa Ave",Richmond,CA,37.950366,-122.343339,1,rooftop,2548,"Maricopa Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"1707 Pennsylvania Ave",Richmond,CA,37.942325,-122.352705,1,rooftop,1707,"Pennsylvania Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1811 Visalia Ave",Richmond,CA,37.946913,-122.351738,1,rooftop,1811,"Visalia Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"262 W Gertrude Ave",Richmond,CA,37.953897,-122.367817,1,range_interpolation,262,"W Gertrude Ave",,,Richmond,CA,"Contra Costa County",94801,US,"TIGER/Line® dataset from the US Census Bureau"
"270 S 16th St",Richmond,CA,37.928219,-122.353806,1,rooftop,270,"S 16th St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"740 Carlson Blvd",Richmond,CA,37.922258,-122.333821,1,range_interpolation,740,"Carlson Blvd",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"301 Maine Ave",Richmond,CA,37.928194,-122.366968,1,range_interpolation,301,"Maine Ave",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"675 24th St",Richmond,CA,37.941317,-122.345195,1,range_interpolation,675,"24th St",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"543 31st St",Richmond,CA,37.93816,-122.338986,1,rooftop,543,"31st St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"10 Carlson Blvd",Richmond,CA,37.93147,-122.346432,1,range_interpolation,10,"Carlson Blvd",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"419 Chanslor Ave",Richmond,CA,37.932697,-122.365231,1,rooftop,419,"Chanslor Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"810 10th St",Richmond,CA,37.944698,-122.35966,1,rooftop,810,"10th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"901 Mc Laughlin St",Richmond,CA,37.945883,-122.329252,1,rooftop,901,"Mc Laughlin St",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"437 C St",Richmond,CA,37.937555,-122.371303,1,rooftop,437,"C St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"3161 Birmingham Dr 102",Richmond,CA,37.975494,-122.337591,0.9,rooftop,3161,"Birmingham Dr",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"629 21st St",Richmond,CA,37.941066,-122.349803,1,rooftop,629,"21st St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1599 Visalia Ave",Richmond,CA,37.946847,-122.354808,1,range_interpolation,1599,"Visalia Ave",,,Richmond,CA,"Contra Costa County",94801,US,"TIGER/Line® dataset from the US Census Bureau"
"551 22nd S St",Richmond,CA,37.939238,-122.348687,1,range_interpolation,551,"22nd St",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"1840 Pullman St",Richmond,CA,37.956769,-122.343298,0.9,rooftop,1840,"Pullman St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"726 Juliga Woods St",Richmond,CA,37.922262,-122.336054,0.79,nearest_rooftop_match,719,"Juliga Woods St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"2624 17th St",Richmond,CA,37.968732,-122.348702,0.9,rooftop,2624,"17th St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"352 S 39th St",Richmond,CA,37.926966,-122.332237,1,rooftop,352,"S 39th St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"354 S 39th St",Richmond,CA,37.927275,-122.332348,1,range_interpolation,354,"S 39th St",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"2537 Maine Ave",Richmond,CA,37.928195,-122.344684,1,rooftop,2537,"Maine Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"201 Broadway",Richmond,CA,37.934132,-122.344518,1,rooftop,201,Broadway,,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"5216 Creely Ave",Richmond,CA,37.918442,-122.320549,1,rooftop,5216,"Creely Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"231 W Ohio Ave",Richmond,CA,37.931,-122.370415,1,range_interpolation,231,"W Ohio Ave",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"1607 Pennsylvania Ave",Richmond,CA,37.942325,-122.354511,1,rooftop,1607,"Pennsylvania Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"215 1st St",Richmond,CA,37.934412,-122.368944,1,rooftop,215,"1st St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"893 Mc Laughlin St",Richmond,CA,37.945599,-122.329116,1,rooftop,893,"Mc Laughlin St",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"1506 Coalinga Ave",Richmond,CA,37.947257,-122.355489,1,range_interpolation,1506,"Coalinga Ave",,,Richmond,CA,"Contra Costa County",94801,US,"TIGER/Line® dataset from the US Census Bureau"
"249 S 15th St",Richmond,CA,37.92871,-122.355071,1,range_interpolation,249,"S 15th St",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"1419 Florida Ave",Richmond,CA,37.929626,-122.355217,1,rooftop,1419,"Florida Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"1300 Filbert St",Richmond,CA,37.951812,-122.366932,1,range_interpolation,1300,"Filbert St",,,Richmond,CA,"Contra Costa County",94801,US,"TIGER/Line® dataset from the US Census Bureau"
"510 Macdonald Ave",Richmond,CA,37.935437,-122.364365,1,rooftop,510,"Macdonald Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"5126 Creely Ave",Richmond,CA,37.918442,-122.321053,1,rooftop,5126,"Creely Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"1847 Pullman St",Richmond,CA,37.957038,-122.343857,0.9,rooftop,1847,"Pullman St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"361 20th S St",Richmond,CA,37.936421,-122.350692,1,range_interpolation,361,"20th St",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"530 11th S St",Richmond,CA,37.93902,-122.35874,1,rooftop,530,"11th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1007 Campbell St",Richmond,CA,37.918423,-122.320012,1,rooftop,1007,"Campbell St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"1103 Campbell St",Richmond,CA,37.916894,-122.320085,1,rooftop,1103,"Campbell St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"10 Cutting Ct",Richmond,CA,37.92469,-122.332269,1,rooftop,10,"Cutting Ct",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"1817 Bush Ave",Richmond,CA,37.955995,-122.351478,0.9,rooftop,1817,"Bush Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"2812 Humphrey Ave",Richmond,CA,37.94828,-122.340599,1,rooftop,2812,"Humphrey Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"681 Portola Ave",Richmond,CA,37.938812,-122.353581,1,range_interpolation,681,"Portola Ave",,,Richmond,CA,"Contra Costa County",94801,US,"TIGER/Line® dataset from the US Census Bureau"
"1329 Rheem Ave",Richmond,CA,37.949828,-122.356416,1,rooftop,1329,"Rheem Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"2983 19th St",Richmond,CA,37.97413,-122.345129,0.9,rooftop,2983,"19th St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"2890 Garvin Ave",Richmond,CA,37.943445,-122.339024,1,rooftop,2890,"Garvin Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"867 10th St",Richmond,CA,37.945662,-122.360207,1,rooftop,867,"10th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"436 4th St",Richmond,CA,37.937575,-122.365393,1,rooftop,436,"4th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"131 12th S St",Richmond,CA,37.932964,-122.358224,1,range_interpolation,131,"12th St",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"335 Nevin Ave",Richmond,CA,37.937067,-122.365817,1,rooftop,335,"Nevin Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1 4th St",Richmond,CA,37.931551,-122.365689,1,range_interpolation,1,"4th St",,,Richmond,CA,"Contra Costa County",94801,US,"TIGER/Line® dataset from the US Census Bureau"
"1283 Ohio Ave",Richmond,CA,37.930922,-122.35718,1,range_interpolation,1283,"Ohio Ave",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"106 Macdonald Ave",Richmond,CA,37.93543,-122.368431,1,rooftop,106,"Macdonald Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1716 16th St",Richmond,CA,37.957035,-122.353676,0.9,rooftop,1716,"16th St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"681 29th S St",Richmond,CA,37.941063,-122.339936,1,range_interpolation,681,"29th St",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"517 Harbour Way",Richmond,CA,37.93876,-122.360149,1,range_interpolation,517,"Harbour Way",,,Richmond,CA,"Contra Costa County",94801,US,"TIGER/Line® dataset from the US Census Bureau"
"2778 15th St",Richmond,CA,37.971172,-122.349234,0.9,rooftop,2778,"15th St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"12632 San Pablo Ave",Richmond,CA,37.942837,-122.328238,1,rooftop,12632,"San Pablo Ave",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"2619 Humphrey Ave",Richmond,CA,37.948717,-122.342643,1,rooftop,2619,"Humphrey Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"4994 Cypress Ave",Richmond,CA,37.919595,-122.322582,1,range_interpolation,4994,"Cypress Ave",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"2542 Esmond Ave",Richmond,CA,37.944932,-122.343485,1,rooftop,2542,"Esmond Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"723 30th St",Richmond,CA,37.942896,-122.338735,1,rooftop,723,"30th St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"3 Bissell Ave",Richmond,CA,37.934261,-122.369144,1,rooftop,3,"Bissell Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1728 Broadway",Richmond,CA,37.970251,-122.347334,0.9,rooftop,1728,"Broadway Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"36 Barrett W Ave",Richmond,CA,37.93817,-122.370032,0.9,rooftop,36,"W Barrett Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1109 Pennsylvania Ave",Richmond,CA,37.942397,-122.358709,1,rooftop,1109,"Pennsylvania Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"2534 Esmond Ave",Richmond,CA,37.944931,-122.343629,1,rooftop,2534,"Esmond Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"5100 Creely Ave",Richmond,CA,37.918783,-122.32215,1,range_interpolation,5100,"Creely Ave",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"233 3rd S St",Richmond,CA,37.934597,-122.366818,1,range_interpolation,233,"3rd St",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"579 8th St",Richmond,CA,37.939885,-122.36209,1,rooftop,579,"8th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"2625 Maine Ave",Richmond,CA,37.928195,-122.34396,1,rooftop,2625,"Maine Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"2411 18th St",Richmond,CA,37.966539,-122.34866,0.9,rooftop,2411,"18th St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"327 South St",Richmond,CA,37.927428,-122.336864,0.9,nearest_rooftop_match,330,"South St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"1546 Coalinga Ave",Richmond,CA,37.947257,-122.355044,1,range_interpolation,1546,"Coalinga Ave",,,Richmond,CA,"Contra Costa County",94801,US,"TIGER/Line® dataset from the US Census Bureau"
"2201 Garvin Ave",Richmond,CA,37.944053,-122.348282,1,rooftop,2201,"Garvin Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"530 22nd St",Richmond,CA,37.939087,-122.348241,1,rooftop,530,"22nd St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1125 Hensley St",Richmond,CA,37.94922,-122.363875,1,rooftop,1125,"Hensley St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"3519 Barrett Ave",Richmond,CA,37.937001,-122.334881,1,rooftop,3519,"Barrett Ave",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"2003 Grant Ave",Richmond,CA,37.941519,-122.349929,1,rooftop,2003,"Grant Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"336 Alamo Ave",Richmond,CA,37.953158,-122.366019,1,rooftop,336,"Alamo Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1497 Emeric Ave",Richmond,CA,37.954437,-122.355322,0.9,rooftop,1497,"Emeric Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1786 Barrett Ave",Richmond,CA,37.9383,-122.352642,1,range_interpolation,1786,"Barrett Ave",,,Richmond,CA,"Contra Costa County",94801,US,"TIGER/Line® dataset from the US Census Bureau"
"2807 15th St",Richmond,CA,37.972203,-122.349486,0.9,rooftop,2807,"15th St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"4762 Cypress Ave",Richmond,CA,37.919744,-122.325792,1,range_interpolation,4762,"Cypress Ave",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"Villa Dr",Richmond,CA,37.95613,-122.341183,0.9,street_center,,"Villa Dr",,,"San Pablo",CA,"Contra Costa County",94806,US,"TIGER/Line® dataset from the US Census Bureau"
"2636 Humphrey Ave",Richmond,CA,37.948277,-122.342296,1,rooftop,2636,"Humphrey Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"2019 Wilcox Ave",Richmond,CA,37.952029,-122.349625,0.9,rooftop,2019,"Wilcox Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1400 Potrero Ave",Richmond,CA,37.923587,-122.355537,1,rooftop,1400,"Potrero Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"2227 Sanford Ave",Richmond,CA,37.951246,-122.347976,0.9,rooftop,2227,"Sanford Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1200 Rumrill Blvd",Richmond,CA,37.95127,-122.356759,0.9,rooftop,1200,"Rumrill Blvd",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1982 18th St",Richmond,CA,37.960658,-122.350668,0.9,rooftop,1982,"18th St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"412 37th S St",Richmond,CA,37.935127,-122.333786,1,range_interpolation,412,"37th St",,,Richmond,CA,"Contra Costa County",94805,US,"TIGER/Line® dataset from the US Census Bureau"
"2944 Moyers Rd",Richmond,CA,37.973382,-122.324269,0.9,rooftop,2944,"Moyers Rd",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"3135 Moyers Rd",Richmond,CA,37.976072,-122.322976,0.9,rooftop,3135,"Moyers Rd",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"Salesian Ave",Richmond,CA,37.952587,-122.339437,1,street_center,,"Salesian Ave",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"3100 Birmingham Dr",Richmond,CA,37.822217,-121.918879,0.7,nearest_rooftop_match,3098,"Deer Meadow Dr",,,Danville,CA,"Contra Costa County",94506,US,"Contra Costa County"
"2619 Wendell Ave",Richmond,CA,37.945829,-122.342726,1,rooftop,2619,"Wendell Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"2843 Moyers Rd",Richmond,CA,37.972726,-122.326414,0.9,rooftop,2843,"Moyers Rd",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"817 Carlson Blvd",Richmond,CA,37.921233,-122.332488,0.9,range_interpolation,817,"Carlson Blvd",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"1305 23rd St",Richmond,CA,37.952798,-122.347703,0.9,rooftop,1305,"23rd St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"157 13th St",Richmond,CA,37.933511,-122.357398,1,rooftop,157,"13th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"128 12th S St",Richmond,CA,37.932931,-122.357924,1,range_interpolation,128,"12th St",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"1800 23rd St",Richmond,CA,37.956991,-122.346878,0.9,rooftop,1800,"23rd St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"14395 San Pablo Ave",Richmond,CA,37.965941,-122.345094,0.9,rooftop,14395,"San Pablo Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"2341 Market Ave",Richmond,CA,37.956866,-122.346283,0.9,rooftop,2341,"Market Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"41 Gertrude Ave",Richmond,CA,37.954257,-122.36991,1,rooftop,41,"Gertrude Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"2810 Lowell Ave",Richmond,CA,37.948995,-122.340689,1,rooftop,2810,"Lowell Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"1402 25th St",Richmond,CA,37.953585,-122.3443,0.9,rooftop,1402,"25th St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"2520 Emeric Ave",Richmond,CA,37.953219,-122.344173,0.9,rooftop,2520,"Emeric Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"4822 Cypress Ave",Richmond,CA,37.919699,-122.325017,1,range_interpolation,4822,"Cypress Ave",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"2100 Grant Ave",Richmond,CA,37.941263,-122.349303,1,rooftop,2100,"Grant Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"2201 Bush Ave",Richmond,CA,37.955992,-122.348212,0.9,rooftop,2201,"Bush Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"207 1st St",Richmond,CA,37.934261,-122.368894,1,rooftop,207,"1st St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"3120 Alta Mira Dr",Richmond,CA,37.969382,-122.020596,0.5,nearest_rooftop_match,3218,"Maria Ct",,,Concord,CA,"Contra Costa County",94518,US,"Contra Costa County"
"2428 Emeric Ave",Richmond,CA,37.953409,-122.344975,0.9,rooftop,2428,"Emeric Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"4901 Garvin Ave",Richmond,CA,37.944071,-122.328826,1,rooftop,4901,"Garvin Ave",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"1464 Madrone Way",Richmond,CA,37.975622,-122.347635,0.9,range_interpolation,1464,"Madrone Way",,,"San Pablo",CA,"Contra Costa County",94806,US,"TIGER/Line® dataset from the US Census Bureau"
"815 24th St",Richmond,CA,37.944122,-122.345658,1,rooftop,815,"24th St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"1922 Bush Ave",Richmond,CA,37.955528,-122.350748,0.9,rooftop,1922,"Bush Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1520 Costa Ave",Richmond,CA,37.9501,-122.355031,0.9,rooftop,1520,"Costa Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"3016 Birmingham Dr",Richmond,CA,37.826461,-121.918378,0.7,rooftop,3016,"Deer Meadow Dr",,,Danville,CA,"Contra Costa County",94506,US,"Contra Costa County"
"22 Las Moradas Cir",Richmond,CA,37.957016,-122.336134,0.9,rooftop,22,"Las Moradas Cir",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"118 12th St",Richmond,CA,37.93289,-122.357785,1,rooftop,118,"12th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"65 Sanford Ave",Richmond,CA,37.952107,-122.369658,1,range_interpolation,65,"Sanford Ave",,,Richmond,CA,"Contra Costa County",94801,US,"TIGER/Line® dataset from the US Census Bureau"
"2133 Market Ave",Richmond,CA,37.957358,-122.348541,0.9,rooftop,2133,"Market Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"3510 Maricopa Ave",Richmond,CA,37.95039,-122.333397,1,rooftop,3510,"Maricopa Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"200 Nevin Ave",Richmond,CA,37.936598,-122.367547,1,rooftop,200,"Nevin Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"239 5th St",Richmond,CA,37.934763,-122.364993,1,rooftop,239,"5th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"5108 Creely Ave",Richmond,CA,37.918442,-122.321496,1,rooftop,5108,"Creely Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"2507 Humphrey Ave",Richmond,CA,37.948712,-122.344215,1,rooftop,2507,"Humphrey Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"2866 11th St",Richmond,CA,37.973692,-122.352088,0.9,rooftop,2866,"11th St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"2801 Lincoln Ave",Richmond,CA,37.946585,-122.340825,1,rooftop,2801,"Lincoln Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"342 18th S St",Richmond,CA,37.927145,-122.351902,0.9,rooftop,342,"S 18th St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"305 Ripley Ave",Richmond,CA,37.940562,-122.366388,1,rooftop,305,"Ripley Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"572 Chesley Ave",Richmond,CA,37.954531,-122.363427,1,rooftop,572,"Chesley Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"910 Ripley Ave",Richmond,CA,37.94013,-122.360668,1,rooftop,910,"Ripley Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1415 Pine Ave",Richmond,CA,37.955079,-122.355364,0.9,rooftop,1415,"Pine Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1854 Van Ness St",Richmond,CA,37.957238,-122.344184,0.9,rooftop,1854,"Van Ness St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"13139 San Pablo Ave",Richmond,CA,37.950832,-122.332847,1,rooftop,13139,"San Pablo Ave",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"310 Barrett Ave",Richmond,CA,37.938193,-122.366358,1,rooftop,310,"Barrett Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"2321 Potrero Ave",Richmond,CA,37.923671,-122.346972,1,rooftop,2321,"Potrero Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"683 Harbour Way S",Richmond,CA,37.924068,-122.360194,1,range_interpolation,683,"Harbour Way S",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"135 19th St",Richmond,CA,37.933153,-122.351676,1,rooftop,135,"19th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"756 7th St",Richmond,CA,37.943621,-122.362353,1,rooftop,756,"7th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"2009 Sutter Ave",Richmond,CA,37.956791,-122.349913,0.9,rooftop,2009,"Sutter Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1404 Emeric Ave",Richmond,CA,37.953937,-122.355637,0.9,rooftop,1404,"Emeric Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"127 42nd S St",Richmond,CA,37.930352,-122.33028,0.9,rooftop,127,"S 42nd St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"1923 Bush Ave",Richmond,CA,37.955994,-122.350746,0.9,rooftop,1923,"Bush Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"802 Gertrude Ave",Richmond,CA,37.953845,-122.361435,1,rooftop,802,"Gertrude Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1810 Bush Ave",Richmond,CA,37.955529,-122.351478,0.9,rooftop,1810,"Bush Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"224 3rd St",Richmond,CA,37.934555,-122.366379,1,rooftop,224,"3rd St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1521 15th St",Richmond,CA,37.955548,-122.355259,0.9,rooftop,1521,"15th St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1721 Post Ave",Richmond,CA,37.957525,-122.352436,0.9,rooftop,1721,"Post Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"4101 Rosewood Ave",Richmond,CA,37.921036,-122.330952,1,rooftop,4101,"Rosewood Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"307 15th S St",Richmond,CA,37.927749,-122.355205,0.9,rooftop,307,"S 15th St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"631 3rd St",Richmond,CA,37.941005,-122.366958,1,rooftop,631,"3rd St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"456 21st St",Richmond,CA,37.937929,-122.349243,1,rooftop,456,"21st St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1858 Mason St",Richmond,CA,37.957468,-122.345075,0.9,rooftop,1858,"Mason St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
